"","DVDNumber","FocalID","PartnerID","Year","DayOfYear","TypeOfCare","BroodName","DVDRef.x","DVDRef.y","TapeLength","Protocol","Observer","BroodRef","Situation","Deaths","OffspringNo","Age","Wrong","DVDdate","DVDtime","Weather","Wind","Notes"
"166","40165",960,650,2004,149,"Inc","D103",165,165,93.80000305,NA,"",540,2,FALSE,5,11,FALSE,"28/5/2004","0/1/1900",3,2,""
"167","40166",533,417,2004,150,"Prov","D081",166,166,93.69999695,1,"",518,4,FALSE,2,3,FALSE,"29/5/2004","0/1/1900",1,1,""
"168","40167",832,1099,2004,150,"Inc","D109",167,167,93.80000305,NA,"",546,2,FALSE,3,11,FALSE,"29/5/2004","0/1/1900",1,1,""
"169","40168",860,114,2004,150,"Inc","D107",168,168,90,NA,"",544,2,FALSE,3,11,FALSE,"29/5/2004","0/1/1900",1,1,""
"170","40169",431,356,2004,150,"Inc","D100",169,169,93.80000305,NA,"",537,2,FALSE,4,12,FALSE,"29/5/2004","0/1/1900",0,1,""
"171","40170",442,457,2004,150,"Prov","D083",170,170,93.80000305,1,"",520,4,FALSE,4,3,FALSE,"29/5/2004","0/1/1900",0,1,""
"172","40171",284,456,2004,150,"Prov","D082",171,171,93.69999695,1,"",519,4,FALSE,4,3,FALSE,"29/5/2004","0/1/1900",0,1,""
"173","40172",1054,823,2004,150,"Prov","D073",172,172,93.5,1,"",510,4,FALSE,1,11,FALSE,"29/5/2004","0/1/1900",0,1,""
"174","40173",4290,4275,2004,151,"Prov","D076",173,173,93.69999695,1,"",513,4,FALSE,2,11,FALSE,"30/5/2004","0/1/1900",0,1,""
"175","40174",41,517,2004,151,"Prov","D085",174,174,93.69999695,1,"",522,4,FALSE,4,3,FALSE,"30/5/2004","0/1/1900",0,1,""
"176","40175",438,11,2004,151,"Prov","D075",175,175,91,1,"",512,4,FALSE,3,11,FALSE,"30/5/2004","0/1/1900",0,1,""
"177","40176",45,166,2004,151,"Prov","D086",176,176,93.69999695,1,"",523,4,FALSE,4,3,FALSE,"30/5/2004","0/1/1900",0,1,""
"178","40177",4273,4153,2004,152,"Prov","D079",177,177,93.5,1,"",516,4,FALSE,4,7,FALSE,"31/5/2004","0/1/1900",1,1,""
"179","40178",562,393,2004,152,"Prov","D088",178,178,93.80000305,1,"",525,4,FALSE,2,2,FALSE,"31/5/2004","0/1/1900",1,1,"offspring changed from 3 to 2, all books except video book say 2"
"180","40179",122,132,2004,152,"Prov","D089",179,179,93.59999847,1,"",526,4,FALSE,2,3,FALSE,"31/5/2004","0/1/1900",1,1,""
"181","40180",646,500,2004,152,"Prov","D087",180,180,93.69999695,1,"",524,4,TRUE,4,3,FALSE,"31/5/2004","0/1/1900",1,1,"CHI 4->3C3D"
"182","40181",4497,4265,2004,152,"Inc","D111",181,181,93.80000305,NA,"",548,2,FALSE,5,11,FALSE,"31/5/2004","0/1/1900",1,3,""
"183","40182",985,409,2004,153,"Prov","D091",182,182,93.5,1,"",528,4,FALSE,4,3,FALSE,"1/6/2004","0/1/1900",3,1,""
"184","40183",471,661,2004,153,"Prov","D077",183,183,93.69999695,1,"",514,4,FALSE,3,11,FALSE,"1/6/2004","0/1/1900",3,1,""
"185","40184",586,285,2004,153,"Prov","D094",184,184,93.69999695,1,"",531,4,FALSE,4,3,FALSE,"1/6/2004","0/1/1900",3,1,""
"186","40185",521,1038,2004,153,"Prov","D090",185,185,92.40000153,1,"",527,4,FALSE,3,3,FALSE,"1/6/2004","0/1/1900",3,1,""
"187","40186",649,460,2004,153,"Prov","D078",186,186,92.40000153,1,"",515,4,FALSE,3,7,FALSE,"1/6/2004","0/1/1900",3,1,""
"188","40187",1063,363,2004,153,"Prov","D092",187,187,93.80000305,1,"",529,4,FALSE,4,2,FALSE,"1/6/2004","0/1/1900",3,2,"offspring changed from 3 to 4, books say so"
"189","40188",4376,383,2004,153,"Prov","D080",188,188,93.59999847,1,"",517,4,FALSE,3,7,FALSE,"1/6/2004","0/1/1900",3,2,""
"190","40189",353,725,2004,153,"Prov","D093",189,189,93.80000305,1,"",530,4,FALSE,5,3,FALSE,"1/6/2004","0/1/1900",3,2,""
"191","40190",928,513,2004,154,"Prov","D098",190,190,93.40000153,1,"",535,4,FALSE,3,3,FALSE,"2/6/2004","0/1/1900",0,0,""
"192","40191",533,417,2004,154,"Prov","D081",191,191,93.69999695,1,"",518,4,FALSE,2,7,FALSE,"2/6/2004","0/1/1900",0,0,""
"193","40192",753,822,2004,154,"Prov","D095",192,192,93.80000305,1,"",532,4,FALSE,4,3,FALSE,"2/6/2004","0/1/1900",0,0,""
"194","40193",1069,115,2004,154,"Prov","D099",193,193,93.80000305,1,"",536,4,FALSE,5,3,FALSE,"2/6/2004","0/1/1900",0,0,""
"195","40194",442,457,2004,154,"Prov","D083",194,194,93.69999695,1,"",520,4,FALSE,1,7,FALSE,"2/6/2004","0/1/1900",0,0,""
"196","40195",819,602,2004,154,"Prov","D097",195,195,NA,NA,"",534,4,TRUE,0,2,FALSE,"2/6/2004","0/1/1900",0,0,"CHI 1->0C3D. Excel file not uploaded because no chicks Isabel Winney 20160225"
"197","40196",892,4435,2004,154,"Prov","D102",196,196,93.5,1,"",539,4,FALSE,3,3,FALSE,"2/6/2004","0/1/1900",0,0,""
"198","40197",284,456,2004,154,"Prov","D082",197,197,93.69999695,1,"",519,4,FALSE,2,7,FALSE,"2/6/2004","0/1/1900",0,0,""
"199","40198",521,1038,2004,154,"Prov","D090",198,198,93.80000305,1,"",527,4,FALSE,3,4,FALSE,"2/6/2004","0/1/1900",0,0,""
"200","40199",649,460,2004,154,"Prov","D078",199,199,93.69999695,NA,"",515,4,FALSE,3,8,TRUE,"2/6/2004","0/1/1900",0,0,""
"201","40200",45,166,2004,155,"Prov","D086",200,200,93.69999695,1,"",523,4,FALSE,4,7,FALSE,"3/6/2004","0/1/1900",0,0,""
"202","40201",704,504,2004,155,"Prov","D101",201,201,93.80000305,1,"",538,4,FALSE,3,3,FALSE,"3/6/2004","0/1/1900",0,0,""
"203","40202",427,22,2004,155,"Prov","D106",202,202,91.80000305,1,"",543,4,FALSE,3,3,FALSE,"3/6/2004","0/1/1900",0,0,""
"204","40203",431,356,2004,155,"Prov","D100",203,203,93.80000305,1,"",537,4,FALSE,3,3,FALSE,"3/6/2004","0/1/1900",0,0,""
"205","40204",542,466,2004,155,"Prov","D105",204,204,93.5,1,"",542,4,FALSE,3,3,FALSE,"3/6/2004","0/1/1900",0,0,""
"206","40205",843,1053,2004,155,"Prov","D104",205,205,93.69999695,1,"",541,4,FALSE,1,8,FALSE,"3/6/2004","0/1/1900",0,0,""
"207","40206",551,251,2004,155,"Inc","D112",206,206,93.69999695,NA,"",549,2,FALSE,5,12,FALSE,"3/6/2004","0/1/1900",0,0,""
"208","40207",309,4422,2004,155,"Inc","D114",207,207,93.69999695,NA,"",551,2,FALSE,4,11,FALSE,"3/6/2004","0/1/1900",0,0,""
"209","40208",4273,4153,2004,156,"Prov","D079",208,208,92.5,1,"",516,4,FALSE,4,11,FALSE,"4/6/2004","0/1/1900",2,0,""
"210","40209",903,354,2004,156,"Prov","D108",209,209,NA,NA,"",545,4,FALSE,2,3,FALSE,"4/6/2004","0/1/1900",2,0,"too dark to identify sexes"
"211","40210",41,517,2004,156,"Prov","D085",210,210,93.80000305,1,"",522,4,FALSE,1,8,FALSE,"4/6/2004","0/1/1900",2,0,""
"212","40211",562,393,2004,156,"Prov","D088",211,211,93.69999695,1,"",525,4,FALSE,2,7,FALSE,"4/6/2004","0/1/1900",2,0,""
"213","40212",122,132,2004,156,"Prov","D089",212,212,93.80000305,1,"",526,4,FALSE,2,7,FALSE,"4/6/2004","0/1/1900",1,0,""
"214","40213",646,500,2004,156,"Prov","D087",213,213,93.69999695,1,"",524,4,FALSE,1,7,FALSE,"4/6/2004","0/1/1900",1,0,""
"215","40214",832,1099,2004,156,"Prov","D109",214,214,93.40000153,1,"",546,4,FALSE,1,3,FALSE,"4/6/2004","0/1/1900",1,0,""
"216","40215",860,114,2004,156,"Prov","D107",215,215,93.80000305,1,"",544,4,FALSE,3,3,FALSE,"4/6/2004","0/1/1900",1,0,""
"217","40216",NA,NA,NA,NA,NA,NA,NA,216,NA,NA,"",NA,2,FALSE,2,11,TRUE,"4/6/2004","0/1/1900",1,0,"Abandanment"
"218","40217",980,971,2004,156,"Inc","D113",217,217,93.80000305,NA,"",550,2,FALSE,4,11,FALSE,"4/6/2004","0/1/1900",1,0,""
"219","40218",206,663,2004,157,"Inc","D119",218,218,93.09999847,NA,"",556,2,FALSE,5,11,FALSE,"5/6/2004","0/1/1900",1,1,""
"220","40219",929,46,2004,157,"Inc","D116",219,219,93.90000153,NA,"",553,2,FALSE,5,12,FALSE,"5/6/2004","0/1/1900",1,1,""
"221","40220",353,725,2004,157,"Prov","D093",220,220,93.69999695,1,"",530,4,FALSE,5,7,FALSE,"5/6/2004","0/1/1900",1,1,""
"222","40221",4376,383,2004,157,"Prov","D080",221,221,93.69999695,1,"",517,4,FALSE,3,11,FALSE,"5/6/2004","0/1/1900",1,1,""
"223","40222",985,409,2004,157,"Prov","D091",222,222,93.69999695,1,"",528,4,FALSE,2,7,FALSE,"5/6/2004","0/1/1900",0,0,""
"224","40223",586,285,2004,157,"Prov","D094",223,223,93.80000305,1,"",531,4,FALSE,2,7,FALSE,"5/6/2004","0/1/1900",0,0,""
"225","40224",1063,363,2004,157,"Prov","D092",224,224,93.69999695,1,"",529,4,FALSE,4,7,FALSE,"5/6/2004","0/1/1900",0,0,""
"226","40225",521,1038,2004,157,"Prov","D090",225,225,93.69999695,1,"",527,4,FALSE,3,7,FALSE,"5/6/2004","0/1/1900",0,0,""
"227","40226",649,460,2004,157,"Prov","D078",226,226,93.69999695,1,"",515,4,FALSE,3,11,FALSE,"5/6/2004","0/1/1900",0,0,""
"228","40227",605,4423,2004,158,"Inc","D121",227,227,65,NA,"",558,2,FALSE,5,11,FALSE,"6/6/2004","0/1/1900",2,1,"Tape interrupted"
"229","40228",1069,115,2004,158,"Prov","D099",228,228,93.69999695,1,"",536,4,FALSE,4,7,FALSE,"6/6/2004","0/1/1900",2,1,""
"230","40229",753,822,2004,158,"Prov","D095",229,229,93.69999695,1,"",532,4,FALSE,4,7,FALSE,"6/6/2004","0/1/1900",2,1,""
"231","40230",533,417,2004,158,"Prov","D081",230,230,88.30000305,1,"",518,4,FALSE,2,11,FALSE,"6/6/2004","0/1/1900",2,1,""
"232","40231",892,4435,2004,158,"Prov","D102",231,231,93.40000153,1,"",539,4,FALSE,3,7,FALSE,"6/6/2004","0/1/1900",2,0,""
"233","40232",419,4503,2004,158,"Inc","D118",232,232,93.80000305,NA,"",555,2,FALSE,2,11,FALSE,"6/6/2004","0/1/1900",2,0,""
"234","40233",928,513,2004,158,"Prov","D098",233,233,93.69999695,1,"",535,4,FALSE,2,7,FALSE,"6/6/2004","0/1/1900",2,0,""
"235","40234",556,23,2004,159,"Inc","D122",234,234,93.40000153,NA,"",559,2,FALSE,7,11,FALSE,"7/6/2004","0/1/1900",0,1,""
"236","40235",45,166,2004,159,"Prov","D086",235,235,93.69999695,1,"",523,4,FALSE,4,11,FALSE,"7/6/2004","0/1/1900",0,1,""
"237","40236",542,466,2004,159,"Prov","D105",236,236,93.80000305,1,"",542,4,FALSE,3,7,FALSE,"7/6/2004","0/1/1900",0,1,""
"238","40237",704,504,2004,159,"Prov","D101",237,237,89.59999847,1,"",538,4,FALSE,3,7,FALSE,"7/6/2004","0/1/1900",0,1,""
"239","40238",41,517,2004,159,"Prov","D085",238,238,79.80000305,1,"",522,4,FALSE,1,11,FALSE,"7/6/2004","0/1/1900",0,0,""
"240","40239",431,356,2004,159,"Prov","D100",239,239,93.69999695,1,"",537,4,FALSE,2,7,FALSE,"7/6/2004","0/1/1900",0,0,""
"241","40240",427,22,2004,159,"Prov","D106",240,240,86.30000305,1,"",543,4,FALSE,3,7,FALSE,"7/6/2004","0/1/1900",0,0,""
"242","40241",342,421,2004,159,"Inc","D117",241,241,93.80000305,NA,"",554,2,FALSE,4,12,FALSE,"7/6/2004","0/1/1900",0,0,""
"243","40242",604,4304,2004,159,"Inc","D124",242,242,93.80000305,NA,"",561,2,FALSE,5,11,FALSE,"7/6/2004","0/1/1900",0,0,""
"244","40243",32,4229,2004,159,"Inc","D123",243,243,93.69999695,NA,"",560,2,FALSE,5,11,FALSE,"7/6/2004","0/1/1900",0,0,""
"245","40244",4382,1095,2004,159,"Inc","D120",244,244,98.30000305,NA,"",557,2,FALSE,4,11,FALSE,"7/6/2004","0/1/1900",0,0,""
"246","40245",122,132,2004,160,"Prov","D089",245,245,93.40000153,1,"",526,4,FALSE,2,11,FALSE,"8/6/2004","0/1/1900",2,0,""
"247","40246",832,1099,2004,160,"Prov","D109",246,246,93.69999695,1,"",546,4,FALSE,1,7,FALSE,"8/6/2004","0/1/1900",2,0,""
"248","40247",860,114,2004,160,"Prov","D107",247,247,89.80000305,1,"",544,4,FALSE,3,7,FALSE,"8/6/2004","0/1/1900",3,2,""
"249","40248",4501,4417,2004,160,"Inc","D125",248,248,93.59999847,NA,"",562,2,FALSE,4,11,FALSE,"8/6/2004","0/1/1900",2,0,""
"250","40249",4497,4265,2004,160,"Prov","D111",249,249,93.80000305,1,"",548,4,FALSE,2,3,FALSE,"8/6/2004","0/1/1900",1,1,""
"251","40250",903,354,2004,160,"Prov","D108",250,250,93.5,1,"",545,4,FALSE,2,7,FALSE,"8/6/2004","0/1/1900",1,1,""
"252","40251",551,251,2004,160,"Prov","D112",251,251,93.69999695,1,"",549,4,FALSE,5,3,FALSE,"8/6/2004","0/1/1900",1,1,""
"253","40252",562,393,2004,160,"Prov","D088",252,252,93.69999695,1,"",525,4,FALSE,2,11,FALSE,"8/6/2004","0/1/1900",1,1,""
"254","40253",592,418,2004,160,"Inc","D127",253,253,93.80000305,NA,"",564,2,FALSE,5,11,FALSE,"8/6/2004","0/1/1900",1,1,""
"255","40254",646,500,2004,160,"Prov","D087",254,254,93.59999847,1,"",524,4,FALSE,1,11,FALSE,"8/6/2004","0/1/1900",1,1,""
"256","40255",540,383,2004,160,"Inc","D115",255,255,93.69999695,NA,"",552,2,FALSE,4,13,FALSE,"8/6/2004","0/1/1900",1,1,""
"257","40256",1063,363,2004,161,"Prov","D092",256,256,93.69999695,1,"",529,4,FALSE,3,11,FALSE,"9/6/2004","0/1/1900",1,2,""
"258","40257",1063,363,2004,161,"Prov","D092",257,257,93.69999695,1,"",529,4,FALSE,3,11,FALSE,"9/6/2004","0/1/1900",1,2,"REPEAT RECORDING ON SAME DAY"
"259","40258",980,971,2004,161,"Prov","D113",258,258,93.80000305,1,"",550,4,FALSE,4,3,FALSE,"9/6/2004","0/1/1900",1,2,""
"260","40259",353,725,2004,161,"Prov","D093",259,259,93.59999847,1,"",530,4,FALSE,4,11,FALSE,"9/6/2004","0/1/1900",1,2,""
"261","40260",521,1038,2004,161,"Prov","D090",260,260,93.80000305,1,"",527,4,FALSE,3,11,FALSE,"9/6/2004","0/1/1900",1,2,""
"262","40261",586,285,2004,161,"Prov","D094",261,261,93.69999695,1,"",531,4,FALSE,2,11,FALSE,"9/6/2004","0/1/1900",1,2,""
"263","40262",928,513,2004,162,"Prov","D098",262,262,93.69999695,1,"",535,4,FALSE,2,11,FALSE,"10/6/2004","0/1/1900",1,2,""
"264","40263",1069,115,2004,162,"Prov","D099",263,263,93.59999847,1,"",536,4,FALSE,4,11,FALSE,"10/6/2004","0/1/1900",1,2,""
"265","40264",753,822,2004,162,"Prov","D095",264,264,92.19999695,1,"",532,4,FALSE,4,11,FALSE,"10/6/2004","0/1/1900",1,2,""
"266","40265",892,4435,2004,162,"Prov","D102",265,265,93.69999695,1,"",539,4,FALSE,3,11,FALSE,"10/6/2004","0/1/1900",1,2,""
"267","40266",4424,590,2004,162,"Inc","D128",266,266,93.69999695,NA,"",565,2,FALSE,4,11,FALSE,"10/6/2004","0/1/1900",1,2,""
"268","40267",309,4422,2004,162,"Prov","D114",267,267,93.69999695,1,"",551,4,FALSE,1,3,FALSE,"10/6/2004","0/1/1900",1,2,""
"269","40268",704,504,2004,163,"Prov","D101",268,268,93.69999695,1,"",538,4,FALSE,3,11,FALSE,"11/6/2004","0/1/1900",0,2,""
"270","40269",431,356,2004,163,"Prov","D100",269,269,93.69999695,1,"",537,4,FALSE,2,11,FALSE,"11/6/2004","0/1/1900",0,2,""
"271","40270",427,22,2004,163,"Prov","D106",270,270,93.30000305,1,"",543,4,FALSE,3,11,FALSE,"11/6/2004","0/1/1900",0,2,""
"272","40271",988,145,2004,163,"Inc","D129",271,271,93.80000305,NA,"",566,2,FALSE,4,11,FALSE,"11/6/2004","0/1/1900",0,2,""
"273","40272",929,46,2004,163,"Prov","D116",272,272,93.69999695,1,"",553,4,FALSE,3,3,FALSE,"11/6/2004","0/1/1900",0,2,""
"274","40273",784,499,2004,163,"Inc","D126",273,273,93.69999695,NA,"",563,2,FALSE,2,11,FALSE,"11/6/2004","0/1/1900",0,2,""
"275","40274",542,466,2004,163,"Prov","D105",274,274,93.5,1,"",542,4,FALSE,3,11,FALSE,"11/6/2004","0/1/1900",0,2,""
"276","40275",540,383,2004,163,"Prov","D115",275,275,93.59999847,1,"",552,4,FALSE,3,3,FALSE,"11/6/2004","0/1/1900",0,2,""
"277","40276",832,1099,2004,164,"Prov","D109",276,276,93.69999695,1,"",546,4,FALSE,1,11,FALSE,"12/6/2004","0/1/1900",0,2,""
"278","40277",551,251,2004,164,"Prov","D112",277,277,93.59999847,1,"",549,4,FALSE,4,7,FALSE,"12/6/2004","0/1/1900",0,2,""
"279","40278",4497,4265,2004,164,"Prov","D111",278,278,93.80000305,1,"",548,4,FALSE,2,7,FALSE,"12/6/2004","0/1/1900",0,2,""
"280","40279",980,971,2004,164,"Prov","D113",279,279,93.69999695,1,"",550,4,FALSE,2,7,FALSE,"12/6/2004","0/1/1900",0,2,""
"281","40280",371,4230,2004,164,"Inc","D133",280,280,93.80000305,NA,"",570,2,FALSE,4,11,FALSE,"12/6/2004","0/1/1900",0,1,""
"282","40281",903,354,2004,164,"Prov","D108",281,281,93.59999847,1,"",545,4,FALSE,2,11,FALSE,"12/6/2004","0/1/1900",0,1,""
"283","40282",860,114,2004,164,"Prov","D107",282,282,NA,NA,"",544,4,FALSE,3,11,FALSE,"12/6/2004","0/1/1900",0,1,"doesn't play on d's tv or laptop"
"284","40283",342,421,2004,164,"Prov","D117",283,283,93.69999695,1,"",554,4,FALSE,4,3,FALSE,"12/6/2004","0/1/1900",0,1,""
"285","40284",988,145,2004,164,"Inc","D129",284,284,93.80000305,NA,"",566,2,FALSE,4,12,TRUE,"12/6/2004","0/1/1900",0,1,""
"286","40285",4382,1095,2004,165,"Prov","D120",285,285,93.59999847,1,"",557,4,FALSE,4,3,FALSE,"13/6/2004","0/1/1900",0,0,""
"287","40286",605,4423,2004,165,"Prov","D121",286,286,93.80000305,1,"",558,4,FALSE,4,3,FALSE,"13/6/2004","0/1/1900",0,0,""
"288","40287",416,4418,2004,165,"Inc","D131",287,287,93.5,NA,"",568,2,FALSE,4,11,FALSE,"13/6/2004","0/1/1900",0,0,""
"289","40288",419,4503,2004,165,"Prov","D118",288,288,93.69999695,1,"",555,4,TRUE,2,3,FALSE,"13/6/2004","0/1/1900",0,0,"CHI 2->C3D"
"290","40289",556,23,2004,166,"Prov","D122",289,289,93.69999695,1,"",559,4,FALSE,3,3,FALSE,"14/6/2004","0/1/1900",0,0,""
"291","40290",309,4422,2004,166,"Prov","D114",290,290,93.80000305,1,"",551,4,FALSE,1,7,FALSE,"14/6/2004","0/1/1900",0,0,""
"292","40291",32,4229,2004,166,"Prov","D123",291,291,93.80000305,1,"",560,4,TRUE,4,3,FALSE,"14/6/2004","0/1/1900",0,0,"CHI 5->4C3D"
"293","40292",604,4304,2004,166,"Prov","D124",292,292,93.40000153,1,"",561,4,FALSE,5,3,FALSE,"14/6/2004","0/1/1900",0,0,""
"294","40293",929,46,2004,167,"Prov","D116",293,293,93.69999695,1,"",553,4,FALSE,3,7,FALSE,"15/6/2004","0/1/1900",0,2,""
"295","40294",428,4421,2004,167,"Inc","D137",294,294,93.80000305,NA,"",574,2,FALSE,5,11,FALSE,"15/6/2004","0/1/1900",0,2,""
"296","40295",784,499,2004,167,"Prov","D126",295,295,93.69999695,1,"",563,4,FALSE,2,3,FALSE,"15/6/2004","0/1/1900",0,2,""
"297","40296",592,418,2004,167,"Prov","D127",296,296,93.69999695,1,"",564,4,FALSE,3,3,FALSE,"15/6/2004","0/1/1900",0,2,""
"298","40297",540,383,2004,167,"Prov","D115",297,297,93.69999695,1,"",552,4,FALSE,2,7,FALSE,"15/6/2004","0/1/1900",0,2,""
"299","40298",4501,4417,2004,167,"Prov","D125",298,298,93.80000305,1,"",562,4,FALSE,4,3,FALSE,"15/6/2004","0/1/1900",0,2,""
"300","40299",1074,4422,2004,167,"Inc","D135",299,299,90,NA,"",572,2,FALSE,4,11,FALSE,"15/6/2004","0/1/1900",0,2,""
"301","40300",988,145,2004,168,"Prov","D129",300,300,93.69999695,1,"",566,4,FALSE,1,3,FALSE,"16/6/2004","0/1/1900",0,1,""
"302","40301",1100,831,2004,168,"Inc","D134",301,301,92,NA,"",571,2,FALSE,4,11,FALSE,"16/6/2004","0/1/1900",0,1,""
"303","40302",4424,590,2004,168,"Prov","D128",302,302,93.80000305,1,"",565,4,FALSE,4,3,FALSE,"16/6/2004","0/1/1900",0,1,""
"304","40303",342,421,2004,168,"Prov","D117",303,303,93.69999695,1,"",554,4,FALSE,4,7,FALSE,"16/6/2004","0/1/1900",0,1,""
"305","40304",980,971,2004,168,"Prov","D113",304,304,93.80000305,1,"",550,4,FALSE,1,11,FALSE,"16/6/2004","0/1/1900",1,2,""
"306","40305",571,4423,2004,168,"Inc","D136",305,305,93.90000153,NA,"",573,2,FALSE,4,11,FALSE,"16/6/2004","0/1/1900",1,2,""
"307","40306",4497,4265,2004,168,"Prov","D111",306,306,93.69999695,1,"",548,4,FALSE,1,11,FALSE,"16/6/2004","0/1/1900",1,2,""
"308","40307",551,251,2004,168,"Prov","D112",307,307,93.69999695,1,"",549,4,FALSE,4,11,FALSE,"16/6/2004","0/1/1900",1,2,""
"309","40308",605,4423,2004,169,"Prov","D121",308,308,93.80000305,1,"",558,4,TRUE,2,7,FALSE,"17/6/2004","0/1/1900",1,2,"CHI 2->1C7D"
"310","40309",955,591,2004,169,"Inc","D140",309,309,93.59999847,NA,"",577,2,FALSE,5,11,FALSE,"17/6/2004","0/1/1900",1,2,""
"311","40310",419,4503,2004,169,"Prov","D118",310,310,93.5,1,"",555,4,FALSE,1,7,FALSE,"17/6/2004","0/1/1900",1,2,""
"312","40311",4382,1095,2004,169,"Prov","D120",311,311,91.59999847,1,"",557,4,FALSE,3,7,FALSE,"17/6/2004","0/1/1900",1,2,""
"313","40312",256,132,2004,170,"Inc","D142",312,312,93.59999847,NA,"",579,2,FALSE,4,11,FALSE,"18/6/2004","0/1/1900",1,2,""
"314","40313",32,4229,2004,170,"Prov","D123",313,313,93.80000305,1,"",560,4,FALSE,4,7,FALSE,"18/6/2004","0/1/1900",1,2,""
"315","40314",960,650,2004,170,"Inc","D141",314,314,93.69999695,NA,"",578,2,FALSE,5,11,FALSE,"18/6/2004","0/1/1900",1,2,""
"316","40315",556,23,2004,170,"Prov","D122",315,315,93.80000305,1,"",559,4,FALSE,1,7,FALSE,"18/6/2004","0/1/1900",1,2,""
"317","40316",284,456,2004,170,"Inc","D139",316,316,93.80000305,NA,"",576,2,FALSE,5,11,FALSE,"18/6/2004","0/1/1900",0,2,""
"318","40317",76,287,2004,170,"Inc","D150",317,317,93.69999695,NA,"",587,2,FALSE,6,11,FALSE,"18/6/2004","0/1/1900",0,2,""
"319","40318",512,765,2004,170,"Inc","D146",318,318,93.90000153,NA,"",583,2,FALSE,4,11,FALSE,"18/6/2004","0/1/1900",0,2,""
"320","40319",604,4304,2004,170,"Prov","D124",319,319,93.80000305,1,"",561,4,FALSE,1,7,FALSE,"18/6/2004","0/1/1900",0,2,""
"321","40320",929,46,2004,171,"Prov","D116",320,320,93.5,1,"",553,4,FALSE,3,11,FALSE,"19/6/2004","0/1/1900",0,2,""
"322","40321",4501,4417,2004,171,"Prov","D125",321,321,93.80000305,1,"",562,4,FALSE,4,7,FALSE,"19/6/2004","0/1/1900",0,2,""
"323","40322",346,4264,2004,171,"Inc","D147",322,322,93.69999695,NA,"",584,2,FALSE,5,11,FALSE,"19/6/2004","0/1/1900",0,2,""
"324","40323",540,383,2004,171,"Prov","D115",323,323,93.90000153,1,"",552,4,FALSE,2,11,FALSE,"19/6/2004","0/1/1900",0,2,""
"325","40324",416,4418,2004,171,"Prov","D131",324,324,93.59999847,1,"",568,4,FALSE,2,3,FALSE,"19/6/2004","0/1/1900",0,2,""
"326","40325",4424,590,2004,171,"Prov","D128",325,325,93.59999847,1,"",565,4,FALSE,3,7,FALSE,"19/6/2004","0/1/1900",0,2,""
"327","40326",442,457,2004,171,"Inc","D145",326,326,93.80000305,NA,"",582,2,FALSE,4,11,FALSE,"19/6/2004","0/1/1900",0,2,""
"328","40327",913,818,2004,171,"Inc","D143",327,327,93.90000153,NA,"",580,2,FALSE,5,11,FALSE,"19/6/2004","0/1/1900",0,2,""
"329","40328",857,4247,2004,172,"Inc","D138",328,328,93.80000305,NA,"",575,2,FALSE,4,11,FALSE,"20/6/2004","0/1/1900",1,2,""
"330","40329",592,418,2004,172,"Prov","D127",329,329,93.59999847,1,"",564,4,FALSE,2,7,FALSE,"20/6/2004","0/1/1900",1,2,""
"331","40330",784,499,2004,172,"Prov","D126",330,330,93.59999847,1,"",563,4,FALSE,1,7,FALSE,"20/6/2004","0/1/1900",1,2,""
"332","40331",371,4230,2004,172,"Prov","D133",331,331,93.80000305,1,"",570,4,TRUE,4,3,FALSE,"20/6/2004","0/1/1900",1,2,"CHI 4->3C3D"
"333","40332",819,602,2004,172,"Inc","D144",332,332,93.90000153,NA,"",581,2,FALSE,4,11,FALSE,"20/6/2004","0/1/1900",1,2,""
"334","40333",342,421,2004,172,"Prov","D117",333,333,93.69999695,1,"",554,4,FALSE,3,11,FALSE,"20/6/2004","0/1/1900",1,2,""
"335","40334",4382,1095,2004,173,"Prov","D120",334,334,93.5,1,"",557,4,FALSE,3,11,FALSE,"21/6/2004","0/1/1900",3,2,""
"336","40335",419,4503,2004,173,"Prov","D118",335,335,93.69999695,1,"",555,4,FALSE,1,11,FALSE,"21/6/2004","0/1/1900",3,2,""
"337","40336",1074,4422,2004,173,"Prov","D135",336,336,93.80000305,1,"",572,4,FALSE,2,3,FALSE,"21/6/2004","0/1/1900",3,2,""
"338","40337",428,4421,2004,174,"Prov","D137",337,337,NA,NA,"",574,4,FALSE,4,3,FALSE,"22/6/2004","0/1/1900",1,2,"doesn't play on d's tv or laptop"
"339","40338",32,4229,2004,174,"Prov","D123",338,338,93.80000305,1,"",560,4,FALSE,3,11,FALSE,"22/6/2004","0/1/1900",1,2,""
"340","40339",4290,4275,2004,174,"Inc","D148",339,339,93.90000153,NA,"",585,2,FALSE,4,11,FALSE,"22/6/2004","0/1/1900",1,2,""
"341","40340",985,409,2004,174,"Inc","D149",340,340,93.90000153,NA,"",586,2,FALSE,4,11,FALSE,"22/6/2004","0/1/1900",1,2,"Female not seen (abandanment???)"
"342","40341",960,650,2004,176,"Prov","D141",341,341,93.69999695,1,"",578,4,FALSE,4,3,FALSE,"24/6/2004","0/1/1900",1,2,""
"343","40342",857,4247,2004,176,"Prov","D138",342,342,92.69999695,1,"",575,4,FALSE,4,4,FALSE,"24/6/2004","0/1/1900",1,2,""
