"","DVDNumber","FocalID","PartnerID","Year","DayOfYear","TypeOfCare","BroodName","DVDRef.x","DVDRef.y","TapeLength","Protocol","Observer","BroodRef","Situation","Deaths","OffspringNo","Age","Wrong","DVDdate","DVDtime","Weather","Wind","Notes"
"6461","VT0014",9121,9143,2019,127,"Inc","T007",6665,6665,NA,NA,"",2562,1,FALSE,3,11,FALSE,"7/5/2019","0/1/1900",1,1,""
"6462","VT0015",9813,9176,2019,134,"Prov","T002",6666,6666,NA,NA,"",2558,4,FALSE,1,6,FALSE,"14/5/2019","0/1/1900",0,2,""
"6463","VT0016",9159,NA,2019,138,"Inc","T008",6667,6667,NA,NA,"",2564,1,FALSE,4,5,FALSE,"18/5/2019","0/1/1900",1,0,""
"6464","VT0017",9813,9176,2019,138,"Prov","T002",6668,6668,NA,NA,"",2558,4,FALSE,1,10,FALSE,"18/5/2019","0/1/1900",1,0,""
"6465","VT0018",9159,NA,2019,144,"Inc","T008",6669,6669,NA,NA,"",2564,1,FALSE,4,11,FALSE,"24/5/2019","0/1/1900",2,0,""
"6466","VT0019",9046,9144,2019,144,"Inc","T009",6670,6670,NA,NA,"",2565,1,FALSE,4,5,FALSE,"24/5/2019","0/1/1900",2,0,""
"6467","VT0020",9871,9116,2019,144,"Inc","T010",6671,6671,NA,NA,"",2566,1,FALSE,3,5,FALSE,"24/5/2019","0/1/1900",2,0,""
"6468","VT0021",7615,NA,2019,144,"Inc","T011",6672,6672,NA,NA,"",2567,1,FALSE,4,5,FALSE,"24/5/2019","0/1/1900",2,0,""
"6469","VT0022",8434,NA,2019,144,"Inc","T012",6673,6673,NA,NA,"",2568,1,FALSE,4,5,FALSE,"24/5/2019","0/1/1900",2,0,""
"6470","VT0023",9033,NA,2019,145,"Inc","T014",6674,6674,NA,NA,"",2570,1,FALSE,4,5,FALSE,"25/5/2019","0/1/1900",1,0,""
"6471","VT0024",9561,NA,2019,145,"Inc","T015",6675,6675,NA,NA,"",2571,1,FALSE,4,5,FALSE,"25/5/2019","0/1/1900",1,0,""
"6472","VT0025",9066,9893,2019,145,"Inc","T013",6676,6676,NA,NA,"",2569,1,FALSE,5,5,FALSE,"25/5/2019","0/1/1900",1,0,""
"6473","VT0026",NA,NA,NA,NA,NA,NA,NA,6677,NA,NA,"",2572,1,FALSE,4,5,FALSE,"25/5/2019","0/1/1900",1,0,""
"6474","VT0027",9100,6808,2019,145,"Inc","T017",6678,6678,NA,NA,"",2573,1,FALSE,4,5,FALSE,"25/5/2019","0/1/1900",1,0,""
"6475","VT0028",9121,9667,2019,145,"Inc","T018",6679,6679,NA,NA,"",2574,1,FALSE,3,5,FALSE,"25/5/2019","0/1/1900",1,0,""
"6476","VT0029",8607,8515,2019,145,"Inc","T019",6680,6680,NA,NA,"",2575,1,FALSE,3,5,FALSE,"25/5/2019","0/1/1900",1,0,""
"6477","VT0030",6755,NA,2019,145,"Inc","T020",6681,6681,NA,NA,"",2576,1,FALSE,4,5,FALSE,"25/5/2019","0/1/1900",1,0,""
"6478","VT0031",8693,8906,2019,145,"Inc","T021",6682,6682,NA,NA,"",2577,1,FALSE,4,5,FALSE,"25/5/2019","0/1/1900",1,0,""
"6479","VT0032",9214,8978,2019,146,"Inc","T022",6683,6683,NA,NA,"",2580,1,FALSE,5,5,FALSE,"26/5/2019","0/1/1900",2,2,""
"6480","VT0033",9249,9185,2019,146,"Inc","T023",6684,6684,NA,NA,"",2581,1,FALSE,4,5,FALSE,"26/5/2019","0/1/1900",2,2,""
"6481","VT0034",9260,NA,2019,146,"Inc","T024",6685,6685,NA,NA,"",2582,1,FALSE,5,5,FALSE,"26/5/2019","0/1/1900",2,2,""
"6482","VT0035",8941,9000,2019,146,"Inc","T025",6686,6686,NA,NA,"",2583,1,FALSE,5,5,FALSE,"26/5/2019","0/1/1900",2,2,""
"6483","VT0036",8963,NA,2019,146,"Inc","T026",6687,6687,NA,NA,"",2578,1,FALSE,4,5,FALSE,"26/5/2019","0/1/1900",2,2,""
"6484","VT0037",8849,9416,2019,146,"Inc","T027",6688,6688,NA,NA,"",2579,1,FALSE,4,5,FALSE,"26/5/2019","0/1/1900",2,2,""
"6485","VT0039",9251,NA,2019,147,"Inc","T028",6690,6690,NA,NA,"",2584,1,FALSE,4,5,FALSE,"27/5/2019","0/1/1900",1,2,""
"6486","VT0040",9133,NA,2019,147,"Inc","T029",6691,6691,NA,NA,"",2585,1,FALSE,4,5,FALSE,"27/5/2019","0/1/1900",4,2,""
"6487","VT0041",9592,NA,2019,147,"Inc","T030",6692,6692,NA,NA,"",2586,1,FALSE,4,5,FALSE,"27/5/2019","0/1/1900",4,2,""
"6488","VT0042",9449,NA,2019,147,"Inc","T031",6693,6693,NA,NA,"",2587,1,FALSE,4,5,FALSE,"27/5/2019","0/1/1900",1,2,""
"6489","VT0043",NA,NA,NA,NA,NA,NA,NA,6694,NA,NA,"",2588,1,FALSE,4,5,FALSE,"27/5/2019","0/1/1900",1,2,""
"6490","VT0044",10197,NA,2019,147,"Inc","T033",6695,6695,NA,NA,"",2589,1,FALSE,3,5,FALSE,"27/5/2019","0/1/1900",1,1,""
"6491","VT0045",10578,9459,2019,147,"Inc","T034",6696,6696,NA,NA,"",2590,1,FALSE,4,5,FALSE,"27/5/2019","0/1/1900",1,1,""
"6492","VT0046",NA,NA,NA,NA,NA,NA,NA,6697,NA,NA,"",2591,1,FALSE,5,5,FALSE,"27/5/2019","0/1/1900",1,1,""
"6493","VT0047",10468,8865,2019,147,"Inc","T036",6698,6698,NA,NA,"",2592,1,FALSE,5,5,FALSE,"27/5/2019","0/1/1900",1,1,""
"6494","VT0048",10564,9569,2019,147,"Inc","T037",6699,6699,NA,NA,"",2593,1,FALSE,2,5,FALSE,"27/5/2019","0/1/1900",1,1,""
"6495","VT0049",9951,10580,2019,148,"Inc","T038",6700,6700,NA,NA,"",2594,1,FALSE,4,5,FALSE,"28/5/2019","0/1/1900",1,1,""
"6496","VT0050",10339,8567,2019,148,"Inc","T039",6701,6701,NA,NA,"",2595,1,FALSE,4,5,FALSE,"28/5/2019","0/1/1900",1,1,""
"6497","VT0051",9562,9633,2019,148,"Inc","T040",6702,6702,NA,NA,"",2596,1,FALSE,4,5,FALSE,"28/5/2019","0/1/1900",1,1,""
"6498","VT0052",9931,8649,2019,148,"Inc","T041",6703,6703,NA,NA,"",2597,1,FALSE,4,6,FALSE,"28/5/2019","0/1/1900",1,1,""
"6499","VT0053",9233,NA,2019,148,"Inc","T042",6704,6704,NA,NA,"",2598,1,FALSE,4,5,FALSE,"28/5/2019","0/1/1900",1,1,""
"6500","VT0054",9955,NA,2019,148,"Inc","T043",6705,6705,NA,NA,"",2599,1,FALSE,4,5,FALSE,"28/5/2019","0/1/1900",1,1,""
"6501","VT0055",10581,9093,2019,149,"Inc","T044",6706,6706,NA,NA,"",2600,1,FALSE,4,5,FALSE,"29/5/2019","0/1/1900",2,2,""
"6502","VT0056",NA,NA,NA,NA,NA,NA,NA,6707,NA,NA,"",2603,1,FALSE,4,5,FALSE,"29/5/2019","0/1/1900",2,2,""
"6503","VT0057",10154,10535,2019,149,"Inc","T046",6708,6708,NA,NA,"",2601,1,FALSE,4,5,FALSE,"29/5/2019","0/1/1900",2,2,""
"6504","VT0058",8956,NA,2019,149,"Inc","T047",6709,6709,NA,NA,"",2602,1,FALSE,4,5,FALSE,"29/5/2019","0/1/1900",2,2,""
"6505","VT0059",9099,8978,2019,150,"Inc","T048",6712,6712,NA,NA,"",2604,1,FALSE,2,5,FALSE,"30/5/2019","0/1/1900",1,2,""
"6506","VT0060",NA,NA,NA,NA,NA,NA,NA,6713,NA,NA,"",2605,1,FALSE,0,5,FALSE,"30/5/2019","0/1/1900",1,2,"EGG WAS FOUND TO BE MISSING AFTER VIDEO"
"6507","VT0061",9046,9144,2019,150,"Inc","T009",6714,6714,NA,NA,"",2565,1,FALSE,4,11,FALSE,"30/5/2019","0/1/1900",1,2,""
"6508","VT0062",8788,9505,2019,150,"Inc","T050",6715,6715,NA,NA,"",2606,1,FALSE,2,5,FALSE,"30/5/2019","0/1/1900",1,2,"1/3 EGGS TAKEN FOR JULIAS SPARROWS"
"6509","VT0063",9871,9116,2019,150,"Inc","T010",6716,6716,NA,NA,"",2566,1,FALSE,3,11,FALSE,"30/5/2019","0/1/1900",1,2,""
"6510","VT0064",10351,9116,2019,150,"Inc","T051",6717,6717,NA,NA,"",2607,1,FALSE,2,5,FALSE,"30/5/2019","0/1/1900",1,2,"1/3 EGGS TAKEN FOR JULIAS SPARROWS"
"6511","VT0065",NA,NA,NA,NA,NA,NA,NA,6718,NA,NA,"",2608,1,FALSE,0,5,FALSE,"30/5/2019","0/1/1900",1,2,"1 EGG TAKEN FOR JULIAS SPARROWS"
"6512","VT0066",7615,NA,2019,150,"Inc","T011",6719,6719,NA,NA,"",2567,1,FALSE,4,11,FALSE,"30/5/2019","0/1/1900",1,1,""
"6513","VT0067",8434,NA,2019,150,"Inc","T012",6720,6720,NA,NA,"",2568,1,FALSE,4,11,FALSE,"30/5/2019","0/1/1900",1,1,""
"6514","VT0068",9066,9893,2019,151,"Inc","T013",6721,6721,NA,NA,"",2569,1,FALSE,5,11,FALSE,"31/5/2019","0/1/1900",1,2,""
"6515","VT0069",9033,NA,2019,151,"Inc","T014",6722,6722,NA,NA,"",2570,1,FALSE,4,11,FALSE,"31/5/2019","0/1/1900",1,2,""
"6516","VT0070",9561,NA,2019,151,"Inc","T015",6723,6723,NA,NA,"",2571,1,FALSE,4,11,FALSE,"31/5/2019","0/1/1900",1,2,""
"6517","VT0071",NA,NA,NA,NA,NA,NA,NA,6724,NA,NA,"",2572,1,FALSE,4,11,FALSE,"31/5/2019","0/1/1900",1,2,""
"6518","VT0072",9100,6808,2019,151,"Inc","T017",6725,6725,NA,NA,"",2573,1,FALSE,4,11,FALSE,"31/5/2019","0/1/1900",1,2,""
"6519","VT0073",8693,8906,2019,151,"Inc","T021",6726,6726,NA,NA,"",2577,1,FALSE,4,11,FALSE,"31/5/2019","0/1/1900",1,1,""
"6520","VT0074",9121,9667,2019,151,"Inc","T018",6727,6727,NA,NA,"",2574,1,FALSE,3,11,FALSE,"31/5/2019","0/1/1900",1,2,""
"6521","VT0075",9571,9089,2019,151,"Inc","T053",6728,6728,NA,NA,"",2609,1,FALSE,3,5,FALSE,"31/5/2019","0/1/1900",2,2,"1 EGG TAKEN FOR JULIA'S SPARROWS"
"6522","VT0076",9616,NA,2019,151,"Inc","T054",6729,6729,NA,NA,"",2610,1,FALSE,1,5,FALSE,"31/5/2019","0/1/1900",1,2,"2 EGGS TAKEN FOR JULIAS SPARROWS"
"6523","VT0077",8607,8515,2019,151,"Inc","T019",6730,6730,NA,NA,"",2575,1,FALSE,3,11,FALSE,"31/5/2019","0/1/1900",2,2,""
"6524","VT0078",6755,NA,2019,151,"Inc","T020",6731,6731,NA,NA,"",2576,1,FALSE,4,11,FALSE,"31/5/2019","0/1/1900",2,2,""
"6525","VT0079",10377,10584,2019,151,"Inc","T055",6732,6732,NA,NA,"",2611,1,FALSE,1,5,FALSE,"31/5/2019","0/1/1900",2,2,""
"6526","VT0080",9214,8978,2019,152,"Inc","T022",6733,6733,NA,NA,"",2580,1,FALSE,5,11,FALSE,"1/6/2019","0/1/1900",1,0,""
"6527","VT0081",9249,9185,2019,152,"Inc","T023",6734,6734,NA,NA,"",2581,1,FALSE,4,11,FALSE,"1/6/2019","0/1/1900",1,0,""
"6528","VT0082",9260,NA,2019,152,"Inc","T024",6735,6735,NA,NA,"",2582,1,FALSE,5,11,FALSE,"1/6/2019","0/1/1900",1,0,""
"6529","VT0083",8941,9000,2019,152,"Inc","T025",6736,6736,NA,NA,"",2583,1,FALSE,5,11,FALSE,"1/6/2019","0/1/1900",1,0,""
"6530","VT0084",8963,NA,2019,152,"Inc","T026",6737,6737,NA,NA,"",2578,1,FALSE,4,11,FALSE,"1/6/2019","0/1/1900",1,0,""
"6531","VT0085",8849,9416,2019,152,"Inc","T027",6738,6738,NA,NA,"",2579,1,FALSE,4,11,FALSE,"1/6/2019","0/1/1900",1,0,""
"6532","VT0086",9251,NA,2019,153,"Inc","T028",6739,6739,NA,NA,"",2584,1,FALSE,4,11,FALSE,"2/6/2019","0/1/1900",1,3,""
"6533","VT0087",9133,NA,2019,153,"Inc","T029",6740,6740,NA,NA,"",2585,1,FALSE,4,11,FALSE,"2/6/2019","0/1/1900",1,3,""
"6534","VT0088",9592,NA,2019,153,"Inc","T030",6741,6741,NA,NA,"",2586,1,FALSE,4,11,FALSE,"2/6/2019","0/1/1900",1,3,""
"6535","VT0089",9449,NA,2019,153,"Inc","T031",6742,6742,NA,NA,"",2587,1,FALSE,4,11,FALSE,"2/6/2019","0/1/1900",4,2,""
"6536","VT0090",NA,NA,NA,NA,NA,NA,NA,6743,NA,NA,"",2588,1,FALSE,4,11,FALSE,"2/6/2019","0/1/1900",4,3,""
"6537","VT0091",10578,9459,2019,153,"Inc","T034",6744,6744,NA,NA,"",2590,1,FALSE,4,11,FALSE,"2/6/2019","0/1/1900",4,3,""
"6538","VT0092",NA,NA,NA,NA,NA,NA,NA,6745,NA,NA,"",2591,1,FALSE,5,11,FALSE,"2/6/2019","0/1/1900",4,3,""
"6539","VT0093",10197,NA,2019,153,"Inc","T033",6746,6746,NA,NA,"",2589,1,FALSE,3,11,FALSE,"2/6/2019","0/1/1900",1,3,""
"6540","VT0094",10468,8865,2019,153,"Inc","T036",6747,6747,NA,NA,"",2592,1,FALSE,5,11,FALSE,"2/6/2019","0/1/1900",4,3,""
"6541","VT0095",9159,NA,2019,154,"Prov","T008",6748,6748,NA,NA,"",2564,4,FALSE,3,6,FALSE,"3/6/2019","0/1/1900",0,1,""
"6542","VT0096",10350,10022,2019,154,"Inc","T056",6750,6750,NA,NA,"",2612,1,FALSE,4,5,FALSE,"3/6/2019","0/1/1900",0,1,""
"6543","VT0097",10339,8567,2019,154,"Inc","T039",6751,6751,NA,NA,"",2595,1,FALSE,4,11,FALSE,"3/6/2019","0/1/1900",1,0,""
"6544","VT0098",9562,9633,2019,154,"Inc","T040",6752,6752,NA,NA,"",2596,1,FALSE,4,11,FALSE,"3/6/2019","0/1/1900",1,0,""
"6545","VT0099",9951,10580,2019,154,"Inc","T038",6753,6753,NA,NA,"",2594,1,FALSE,4,11,FALSE,"3/6/2019","0/1/1900",1,1,""
"6546","VT0100",9931,8649,2019,154,"Inc","T041",6754,6754,NA,NA,"",2597,1,FALSE,4,12,FALSE,"3/6/2019","0/1/1900",1,1,""
"6547","VT0101",9233,NA,2019,154,"Inc","T042",6755,6755,NA,NA,"",2598,1,FALSE,4,11,FALSE,"3/6/2019","0/1/1900",1,1,""
"6548","VT0102",9955,NA,2019,154,"Inc","T043",6756,6756,NA,NA,"",2599,1,FALSE,4,11,FALSE,"3/6/2019","0/1/1900",0,1,""
"6549","VT0103",10581,9093,2019,155,"Inc","T044",6757,6757,NA,NA,"",2600,1,FALSE,4,11,FALSE,"4/6/2019","0/1/1900",4,1,""
"6550","VT0104",NA,NA,NA,NA,NA,NA,NA,6758,NA,NA,"",2603,1,FALSE,3,11,FALSE,"4/6/2019","0/1/1900",3,1,""
"6551","VT0105",10154,10535,2019,155,"Inc","T046",6759,6759,NA,NA,"",2601,1,FALSE,3,11,FALSE,"4/6/2019","0/1/1900",3,1,""
"6552","VT0106",8956,NA,2019,155,"Inc","T047",6760,6760,NA,NA,"",2602,1,FALSE,3,11,FALSE,"4/6/2019","0/1/1900",4,1,""
"6553","VT0107",9813,9176,2019,156,"Inc","T058",6761,6761,NA,NA,"",2614,1,FALSE,3,5,FALSE,"5/6/2019","0/1/1900",0,2,""
"6554","VT0108",9099,8978,2019,156,"Inc","T048",6762,6762,NA,NA,"",2604,1,FALSE,2,11,FALSE,"5/6/2019","0/1/1900",0,2,""
"6555","VT0109",8788,9505,2019,156,"Inc","T050",6763,6763,NA,NA,"",2606,1,FALSE,2,11,FALSE,"5/6/2019","0/1/1900",1,2,""
"6556","VT0110",10351,9116,2019,156,"Inc","T051",6764,6764,NA,NA,"",2607,1,FALSE,2,11,FALSE,"5/6/2019","0/1/1900",1,2,""
"6557","VT0111",9571,9089,2019,157,"Inc","T053",6765,6765,NA,NA,"",2609,1,FALSE,3,11,FALSE,"6/6/2019","0/1/1900",1,1,""
"6558","VT0112",9616,NA,2019,157,"Inc","T054",6766,6766,NA,NA,"",2610,1,FALSE,1,11,FALSE,"6/6/2019","0/1/1900",1,1,""
"6559","VT0113",10377,10584,2019,157,"Inc","T055",6767,6767,NA,NA,"",2611,1,FALSE,1,11,FALSE,"6/6/2019","0/1/1900",1,1,""
"6560","VT0114",9159,NA,2019,158,"Prov","T008",6768,6768,NA,NA,"",2564,4,FALSE,3,10,FALSE,"7/6/2019","0/1/1900",4,3,""
"6561","VT0115",8434,NA,2019,158,"Prov","T012",6769,6769,NA,NA,"",2568,4,FALSE,3,6,FALSE,"7/6/2019","0/1/1900",4,3,""
"6562","VT0116",9046,9144,2019,159,"Prov","T009",6770,6770,NA,NA,"",2565,4,FALSE,2,6,FALSE,"8/6/2019","0/1/1900",1,3,""
"6563","VT0117",9871,9116,2019,159,"Prov","T010",6771,6771,NA,NA,"",2566,4,FALSE,3,6,FALSE,"8/6/2019","0/1/1900",1,3,""
"6564","VT0118",8693,8906,2019,159,"Prov","T021",6772,6772,NA,NA,"",2577,4,FALSE,2,6,FALSE,"8/6/2019","0/1/1900",1,3,""
"6565","VT0119",7615,NA,2019,159,"Prov","T011",6773,6773,NA,NA,"",2567,4,FALSE,3,6,FALSE,"8/6/2019","0/1/1900",1,3,""
"6566","VT0120",9066,9893,2019,160,"Prov","T013",6774,6774,NA,NA,"",2569,4,FALSE,5,6,FALSE,"9/6/2019","0/1/1900",1,1,""
"6567","VT0121",10350,10022,2019,160,"Inc","T056",6775,6775,NA,NA,"",2612,1,FALSE,4,11,FALSE,"9/6/2019","0/1/1900",1,1,""
"6568","VT0122",9561,NA,2019,160,"Prov","T015",6776,6776,NA,NA,"",2571,4,FALSE,3,6,FALSE,"9/6/2019","0/1/1900",1,1,""
"6569","VT0123",NA,NA,NA,NA,NA,NA,NA,6777,NA,NA,"",2572,4,FALSE,2,6,FALSE,"9/6/2019","0/1/1900",1,1,""
"6570","VT0124",9100,6808,2019,160,"Prov","T017",6778,6778,NA,NA,"",2573,4,FALSE,3,6,FALSE,"9/6/2019","0/1/1900",1,1,""
"6571","VT0125",9121,9667,2019,160,"Prov","T018",6779,6779,NA,NA,"",2574,4,FALSE,2,6,FALSE,"9/6/2019","0/1/1900",4,1,""
"6572","VT0126",8607,8515,2019,160,"Prov","T019",6780,6780,NA,NA,"",2575,4,FALSE,3,6,FALSE,"9/6/2019","0/1/1900",4,1,""
"6573","VT0127",6755,NA,2019,160,"Prov","T020",6781,6781,NA,NA,"",2576,4,FALSE,3,6,FALSE,"9/6/2019","0/1/1900",4,1,""
"6574","VT0128",9033,NA,2019,161,"Prov","T014",6782,6782,NA,NA,"",2570,4,FALSE,4,6,FALSE,"10/6/2019","0/1/1900",4,0,""
"6575","VT0129",9251,NA,2019,161,"Prov","T028",6783,6783,NA,NA,"",2584,4,FALSE,3,6,FALSE,"10/6/2019","0/1/1900",4,0,""
"6576","VT0130",9592,NA,2019,161,"Prov","T030",6784,6784,NA,NA,"",2586,4,FALSE,3,6,FALSE,"10/6/2019","0/1/1900",4,0,""
"6577","VT0131",9214,8978,2019,161,"Prov","T022",6785,6785,NA,NA,"",2580,4,FALSE,4,6,FALSE,"10/6/2019","0/1/1900",4,0,""
"6578","VT0132",9249,9185,2019,161,"Prov","T023",6786,6786,NA,NA,"",2581,4,FALSE,3,6,FALSE,"10/6/2019","0/1/1900",4,0,""
"6579","VT0133",10197,NA,2019,161,"Prov","T033",6787,6787,NA,NA,"",2589,4,FALSE,4,6,FALSE,"10/6/2019","0/1/1900",4,0,""
"6580","VT0134",8941,9000,2019,161,"Prov","T025",6788,6788,NA,NA,"",2583,4,FALSE,3,6,FALSE,"10/6/2019","0/1/1900",1,0,""
"6581","VT0135",8963,NA,2019,161,"Prov","T026",6789,6789,NA,NA,"",2578,4,FALSE,2,6,FALSE,"10/6/2019","0/1/1900",1,0,""
"6582","VT0136",9813,9176,2019,162,"Inc","T058",6790,6790,NA,NA,"",2614,1,FALSE,3,11,FALSE,"11/6/2019","0/1/1900",4,3,""
"6583","VT0137",9133,NA,2019,162,"Prov","T029",6791,6791,NA,NA,"",2585,4,FALSE,3,6,FALSE,"11/6/2019","0/1/1900",4,3,""
"6584","VT0138",9449,NA,2019,162,"Prov","T031",6792,6792,NA,NA,"",2587,4,FALSE,4,6,FALSE,"11/6/2019","0/1/1900",1,3,""
"6585","VT0139",8434,NA,2019,162,"Prov","T012",6793,6793,NA,NA,"",2568,4,FALSE,4,10,FALSE,"11/6/2019","0/1/1900",4,3,""
"6586","VT0140",9955,NA,2019,162,"Prov","T043",6794,6794,NA,NA,"",2599,4,FALSE,3,6,FALSE,"11/6/2019","0/1/1900",4,3,""
"6587","VT0141",8849,9416,2019,162,"Prov","T027",6795,6795,NA,NA,"",2579,4,FALSE,2,6,FALSE,"11/6/2019","0/1/1900",1,3,""
"6588","VT0142",10578,9459,2019,162,"Prov","T034",6796,6796,NA,NA,"",2590,4,FALSE,4,6,FALSE,"11/6/2019","0/1/1900",1,3,""
"6589","VT0143",9931,8649,2019,162,"Prov","T041",6797,6797,NA,NA,"",2597,4,FALSE,2,6,FALSE,"11/6/2019","0/1/1900",1,3,""
"6590","VT0144",9260,NA,2019,162,"Prov","T024",6798,6798,NA,NA,"",2582,4,FALSE,2,6,FALSE,"11/6/2019","0/1/1900",1,3,""
"6591","VT0145",9951,10580,2019,163,"Prov","T038",6799,6799,NA,NA,"",2594,4,FALSE,3,6,FALSE,"12/6/2019","0/1/1900",2,2,""
"6592","VT0146",8693,8906,2019,163,"Prov","T021",6800,6800,NA,NA,"",2577,4,FALSE,2,10,FALSE,"12/6/2019","0/1/1900",2,2,""
"6593","VT0147",7615,NA,2019,163,"Prov","T011",6801,6801,NA,NA,"",2567,4,FALSE,4,10,FALSE,"12/6/2019","0/1/1900",2,2,""
"6594","VT0148",NA,NA,NA,NA,NA,NA,NA,6802,NA,NA,"",2591,4,FALSE,1,6,FALSE,"12/6/2019","0/1/1900",2,2,""
"6595","VT0149",9233,NA,2019,163,"Prov","T042",6803,6803,NA,NA,"",2598,4,FALSE,3,6,FALSE,"12/6/2019","0/1/1900",2,2,""
"6596","VT0150",NA,NA,NA,NA,NA,NA,NA,6804,NA,NA,"",2588,4,FALSE,5,6,FALSE,"12/6/2019","0/1/1900",1,2,""
"6597","VT0151",9046,9144,2019,163,"Prov","T009",6805,6805,NA,NA,"",2565,4,FALSE,2,10,FALSE,"12/6/2019","0/1/1900",1,2,""
"6598","VT0152",9871,9116,2019,163,"Prov","T010",6806,6806,NA,NA,"",2566,4,FALSE,3,10,FALSE,"12/6/2019","0/1/1900",1,2,""
"6599","VT0153",9562,9633,2019,163,"Prov","T040",6807,6807,NA,NA,"",2596,4,FALSE,3,6,FALSE,"12/6/2019","0/1/1900",1,2,""
"6600","VT0154",9066,9893,2019,164,"Prov","T013",6808,6808,NA,NA,"",2569,4,FALSE,5,10,FALSE,"13/6/2019","0/1/1900",1,1,""
"6601","VT0155",9561,NA,2019,164,"Prov","T015",6809,6809,NA,NA,"",2571,4,FALSE,3,10,FALSE,"13/6/2019","0/1/1900",1,1,""
"6602","VT0156",NA,NA,NA,NA,NA,NA,NA,6810,NA,NA,"",2572,4,FALSE,2,10,FALSE,"13/6/2019","0/1/1900",1,1,""
"6603","VT0157",9100,6808,2019,164,"Prov","T017",6811,6811,NA,NA,"",2573,4,FALSE,3,10,FALSE,"13/6/2019","0/1/1900",1,1,""
"6604","VT0158",9121,9667,2019,164,"Prov","T018",6812,6812,NA,NA,"",2574,4,FALSE,2,10,FALSE,"13/6/2019","0/1/1900",1,1,""
"6605","VT0159",10581,9093,2019,164,"Prov","T044",6813,6813,NA,NA,"",2600,4,FALSE,4,6,FALSE,"13/6/2019","0/1/1900",1,1,""
"6606","VT0160",8607,8515,2019,164,"Prov","T019",6814,6814,NA,NA,"",2575,4,FALSE,3,10,FALSE,"13/6/2019","0/1/1900",1,1,""
"6607","VT0161",6755,NA,2019,164,"Prov","T020",6815,6815,NA,NA,"",2576,4,FALSE,3,10,FALSE,"13/6/2019","0/1/1900",1,1,""
"6608","VT0162",10154,10535,2019,164,"Prov","T046",6816,6816,NA,NA,"",2601,4,FALSE,2,6,FALSE,"13/6/2019","0/1/1900",1,1,""
"6609","VT0163",8956,NA,2019,164,"Prov","T047",6817,6817,NA,NA,"",2602,4,FALSE,1,6,FALSE,"13/6/2019","0/1/1900",1,1,""
"6610","VT0164",9033,NA,2019,165,"Prov","T014",6818,6818,NA,NA,"",2570,4,FALSE,4,10,FALSE,"14/6/2019","0/1/1900",1,0,""
"6611","VT0165",9251,NA,2019,165,"Prov","T028",6819,6819,NA,NA,"",2584,4,FALSE,3,10,FALSE,"14/6/2019","0/1/1900",1,0,""
"6612","VT0166",9592,NA,2019,165,"Prov","T030",6820,6820,NA,NA,"",2586,4,FALSE,3,10,FALSE,"14/6/2019","0/1/1900",1,0,""
"6613","VT0167",9214,8978,2019,165,"Prov","T022",6821,6821,NA,NA,"",2580,4,FALSE,3,10,FALSE,"14/6/2019","0/1/1900",1,0,""
"6614","VT0168",9249,9185,2019,165,"Prov","T023",6822,6822,NA,NA,"",2581,4,FALSE,3,10,FALSE,"14/6/2019","0/1/1900",1,0,""
"6615","VT0169",8941,9000,2019,165,"Prov","T025",6823,6823,NA,NA,"",2583,4,FALSE,3,10,FALSE,"14/6/2019","0/1/1900",3,0,""
"6616","VT0170",8963,NA,2019,165,"Prov","T026",6824,6824,NA,NA,"",2578,4,FALSE,2,10,FALSE,"14/6/2019","0/1/1900",3,0,""
"6617","VT0171",10197,NA,2019,165,"Prov","T033",6825,6825,NA,NA,"",2589,4,FALSE,4,10,FALSE,"14/6/2019","0/1/1900",3,0,""
"6618","VT0172",NA,NA,NA,NA,NA,NA,NA,6826,NA,NA,"",2603,4,FALSE,3,6,FALSE,"14/6/2019","0/1/1900",3,0,""
"6619","VT0173",9813,9134,2019,166,"Inc","T059",6827,6827,NA,NA,"",2615,1,FALSE,6,6,FALSE,"15/6/2019","0/1/1900",1,1,""
"6620","VT0174",9133,NA,2019,166,"Prov","T029",6828,6828,NA,NA,"",2585,4,FALSE,3,10,FALSE,"15/6/2019","0/1/1900",1,1,""
"6621","VT0175",9099,8978,2019,166,"Inc","T060",6829,6829,NA,NA,"",2616,1,FALSE,3,5,FALSE,"15/6/2019","0/1/1900",1,1,""
"6622","VT0176",9260,NA,2019,166,"Prov","T024",6830,6830,NA,NA,"",2582,4,FALSE,2,10,FALSE,"15/6/2019","0/1/1900",1,1,""
"6623","VT0177",9449,NA,2019,166,"Prov","T031",6831,6831,NA,NA,"",2587,4,FALSE,4,10,FALSE,"15/6/2019","0/1/1900",1,1,""
"6624","VT0178",10351,9116,2019,166,"Prov","T051",6832,6832,NA,NA,"",2607,4,FALSE,1,6,FALSE,"15/6/2019","0/1/1900",1,1,""
"6625","VT0179",8849,9416,2019,166,"Prov","T027",6833,6833,NA,NA,"",2579,4,FALSE,2,10,FALSE,"15/6/2019","0/1/1900",1,1,""
"6626","VT0180",10578,9459,2019,166,"Prov","T034",6834,6834,NA,NA,"",2590,4,FALSE,4,10,FALSE,"15/6/2019","0/1/1900",1,1,""
"6627","VT0181",9931,8649,2019,166,"Prov","T041",6835,6835,NA,NA,"",2597,4,FALSE,3,10,FALSE,"15/6/2019","0/1/1900",1,1,""
