DVDRef,DVDNumber,TapeLength,Protocol,Observer,BroodRef,Situation,Deaths,OffspringNo,Age,Wrong,DVDdate,DVDtime,Weather,Wind,Notes
3965,VM0626,89.5,2,MJB,1620,4,FALSE,2,9,FALSE,3/8/2013,0/1/1900,0,0,
3966,VM0627,90,2,MJB,1617,4,FALSE,2,9,FALSE,3/8/2013,0/1/1900,0,0,
3967,VM0628,90,2,MJB,1623,4,FALSE,1,10,FALSE,4/8/2013,0/1/1900,4,2,
3968,VM0629,90,2,MJB,1627,4,FALSE,2,6,FALSE,4/8/2013,0/1/1900,4,2,
3969,VM0630,,,,1626,4,FALSE,1,8,FALSE,4/8/2013,0/1/1900,1,4,personality video
3970,VM0631,,,,1627,4,FALSE,2,8,FALSE,6/8/2013,0/1/1900,1,0,personality video
3971,VM0632,90,2,MJB,1626,4,FALSE,1,10,FALSE,6/8/2013,0/1/1900,1,0,
3972,VM0633,,,,1627,4,FALSE,2,8,FALSE,6/8/2013,0/1/1900,1,0,personality video. Date changed from 8.8 to 6.8
3973,VM0634,,,,1636,2,FALSE,4,11,FALSE,8/8/2013,0/1/1900,0,0,
3974,VM0635,90,2,MJB,1627,4,FALSE,2,10,FALSE,8/8/2013,0/1/1900,0,0,
3975,VM0228,89.90000153,2,IW,1510,4,FALSE,2,5,FALSE,8/6/2013,0/1/1900,0,3,
3976,VM0452,90,2,IW,1576,4,FALSE,3,6,FALSE,11/7/2013,0/1/1900,0,1,
3980,VN0001,,,,1646,2,FALSE,5,5,FALSE,17/4/2014,0/1/1900,1,2,
3981,VN0002,,,,1650,2,FALSE,5,5,FALSE,18/4/2014,0/1/1900,0,2,
3982,VN0003,,,,1651,2,FALSE,5,5,FALSE,18/4/2014,0/1/1900,0,2,
3983,VN0004,,,,1654,2,FALSE,5,5,FALSE,21/4/2014,0/1/1900,0,1,
3984,VN0005,,,,1652,2,FALSE,5,7,FALSE,21/4/2014,0/1/1900,1,1,
3985,VN0006,,,,1646,2,FALSE,5,11,FALSE,23/4/2014,0/1/1900,2,1,
3986,VN0007,,,,1653,2,FALSE,4,5,FALSE,23/4/2014,0/1/1900,4,1,
3987,VN0009,90,2,IW,1640,4,FALSE,3,6,FALSE,23/4/2014,0/1/1900,2,1,
3988,VN0010,,,,1650,2,FALSE,5,11,FALSE,24/4/2014,0/1/1900,2,1,
3989,VN0012,90,2,IW,1645,4,FALSE,4,6,FALSE,24/4/2014,0/1/1900,0,0,
3990,VN0013,90,,LL,1651,2,FALSE,5,11,FALSE,24/4/2014,0/1/1900,0,0,
3992,VN0015,,,,1640,4,FALSE,2,8,FALSE,25/4/2014,0/1/1900,0,0,Personality video
3993,VN0016,,,,1652,3,FALSE,5,,FALSE,25/4/2014,0/1/1900,0,0,
3994,VN0019,,,,1645,4,FALSE,3,8,FALSE,26/4/2014,0/1/1900,1,3,Personality video
3995,VN0008,,,,1658,2,FALSE,4,5,FALSE,22/4/2014,0/1/1900,2,2,
3996,VN0011,,,,1659,2,FALSE,5,5,FALSE,24/4/2014,0/1/1900,0,1,
3997,VN0014,,,,1660,2,FALSE,4,5,FALSE,25/4/2014,0/1/1900,0,0,
3998,VN0017,,,,1661,2,FALSE,4,5,FALSE,25/4/2014,0/1/1900,0,0,
3999,VN0018,,,,1664,2,FALSE,4,5,FALSE,26/4/2014,0/1/1900,0,3,
4000,VN0021,,,,1654,2,FALSE,5,11,FALSE,27/4/2014,0/1/1900,0,2,
4001,VN0022,90,2,IW,1640,4,FALSE,2,10,FALSE,27/4/2014,0/1/1900,0,2,
4003,VN0020,,,,1666,2,FALSE,3,5,FALSE,27/4/2014,0/1/1900,1,2,
4004,VN0023,,,,1667,2,FALSE,4,5,FALSE,28/4/2014,0/1/1900,0,1,
4005,VN0024,90,2,LL,1645,4,FALSE,2,10,FALSE,28/4/2014,0/1/1900,0,1,
4006,VN0025,,,,1658,2,FALSE,4,11,FALSE,28/4/2014,0/1/1900,0,1,
4008,VN0026,,,,1668,2,FALSE,5,5,FALSE,29/4/2014,0/1/1900,2,0,
4009,VN0027,,,,1669,2,FALSE,3,5,FALSE,29/4/2014,0/1/1900,2,0,
4010,VN0029,90,2,LL,1656,4,FALSE,3,6,FALSE,30/4/2014,0/1/1900,1,1,
4011,VN0030,,,,1659,2,FALSE,5,11,FALSE,30/4/2014,0/1/1900,1,1,
4012,VN0031,,,,1653,2,FALSE,4,12,FALSE,30/4/2014,0/1/1900,1,1,
4013,VN0028,90,2,LL,1657,4,FALSE,3,6,FALSE,30/4/2014,0/1/1900,1,1,
4015,VN0036,,,,1670,2,FALSE,5,5,FALSE,1/5/2014,0/1/1900,3,1,
4016,VN0037,,,,1671,2,FALSE,4,5,FALSE,1/5/2014,0/1/1900,3,1,
4017,VN0032,,,,1672,2,FALSE,4,5,FALSE,1/5/2014,0/1/1900,2,1,
4018,VN0033,,,,1660,2,FALSE,4,11,FALSE,1/5/2014,0/1/1900,2,1,
4019,VN0034,,,,1661,2,FALSE,4,11,FALSE,1/5/2014,0/1/1900,2,1,
4022,VN0038,,,,1673,2,FALSE,5,5,FALSE,1/5/2014,0/1/1900,0,1,
4023,VN0039,,,,1674,2,FALSE,5,5,FALSE,1/5/2014,0/1/1900,0,1,
4024,VN0044,,,,1656,4,FALSE,2,8,FALSE,2/5/2014,0/1/1900,0,2,Personality video. Might be compromised because female perch on the nest before I started recording
4025,VN0045,,,,1675,2,FALSE,5,5,FALSE,2/5/2014,0/1/1900,0,2,
4026,VN0047,,,,1676,2,FALSE,4,5,FALSE,2/5/2014,0/1/1900,1,2,
4027,VN0048,,,,1677,2,FALSE,4,5,FALSE,2/5/2014,0/1/1900,1,2,
4028,VN0049,,,,1663,4,FALSE,5,6,FALSE,2/5/2014,0/1/1900,1,2,
4029,VN0040,,,,1678,2,FALSE,4,5,FALSE,2/5/2014,0/1/1900,0,1,
4030,VN0042,,,,1657,4,FALSE,2,8,FALSE,2/5/2014,0/1/1900,0,1,Personality video
4032,VN0052,,,,1665,4,FALSE,4,6,FALSE,3/5/2014,0/1/1900,1,1,
4033,VN0053,70.80000305,2,FW,1646,4,FALSE,3,6,FALSE,3/5/2014,0/1/1900,1,1,
4034,VN0055,78.40000153,2,FW,1657,4,FALSE,2,10,FALSE,4/5/2014,0/1/1900,0,2,
4035,VN0057,,,,1667,2,FALSE,4,11,FALSE,4/5/2014,0/1/1900,1,1,
4037,VN0058,90,2,FW,1656,4,FALSE,2,10,FALSE,4/5/2014,0/1/1900,0,1,
4038,VN0060,,,,1650,4,FALSE,3,6,FALSE,4/5/2014,0/1/1900,1,1,
4039,VN0061,,,,1681,2,FALSE,3,5,FALSE,4/5/2014,0/1/1900,0,1,
4040,VN0062,,,,1663,4,FALSE,5,8,FALSE,4/5/2014,0/1/1900,1,1,Personality video
4041,VN0063,,,,1686,2,FALSE,5,5,FALSE,5/5/2014,0/1/1900,1,2,
4042,VN0064,,,,1669,2,FALSE,3,11,FALSE,5/5/2014,0/1/1900,2,2,
4043,VN0066,,,,1668,2,FALSE,5,11,FALSE,5/5/2014,0/1/1900,0,2,
4044,VN0067,,,,1665,4,FALSE,4,8,FALSE,5/5/2014,0/1/1900,0,1,Personality video
4045,VN0068,90,2,FW,1651,4,FALSE,3,6,FALSE,5/5/2014,0/1/1900,0,1,
4046,VN0069,90,2,FW,1654,4,FALSE,4,6,FALSE,6/5/2014,0/1/1900,0,1,
4047,VN0070,,,,1690,2,FALSE,5,5,FALSE,6/5/2014,0/1/1900,0,3,
4051,VN0071,,,,1687,2,FALSE,4,5,FALSE,6/5/2014,0/1/1900,0,1,
4052,VN0072,,,,1688,2,FALSE,4,5,FALSE,6/5/2014,0/1/1900,0,1,
4053,VN0073,,,,1650,4,FALSE,3,8,FALSE,6/5/2014,0/1/1900,0,1,Personality video
4054,VN0074,90,2,FW,1663,4,FALSE,4,10,FALSE,6/5/2014,0/1/1900,0,1,
4055,VN0075,,,,1689,2,FALSE,5,5,FALSE,6/5/2014,0/1/1900,0,1,
4056,VN0078,,,,1691,2,FALSE,4,5,FALSE,6/5/2014,0/1/1900,0,1,
4057,VN0079,,,,1692,2,FALSE,5,5,FALSE,7/5/2014,0/1/1900,0,3,
4058,VN0080,,,,1672,2,FALSE,4,11,FALSE,7/5/2014,0/1/1900,0,3,
4059,VN0081,,,,1670,2,FALSE,5,11,FALSE,7/5/2014,0/1/1900,0,3,
4060,VN0082,,,,1671,2,FALSE,4,11,FALSE,7/5/2014,0/1/1900,0,3,
4061,VN0083,,,,1693,2,FALSE,5,5,FALSE,7/5/2014,0/1/1900,0,3,
4062,VN0084,90,2,FW,1665,4,FALSE,4,10,FALSE,7/5/2014,0/1/1900,0,3,
4063,VN0085,,,,1651,4,FALSE,3,8,FALSE,7/5/2014,0/1/1900,0,3,Personality video
4064,VN0086,90,2,FW,1646,4,FALSE,3,10,FALSE,7/5/2014,0/1/1900,0,3,
4065,VN0089,,,,1694,2,FALSE,4,5,FALSE,7/5/2014,0/1/1900,0,3,
4066,VN0090,,,,1654,4,FALSE,3,8,FALSE,8/5/2014,0/1/1900,3,3,Personality video
4067,VN0091,,,,1678,2,FALSE,4,11,FALSE,8/5/2014,0/1/1900,3,3,
4068,VN0092,,,,1685,2,FALSE,4,11,FALSE,8/5/2014,0/1/1900,3,3,
4069,VN0093,,,,1675,2,FALSE,5,11,FALSE,8/5/2014,0/1/1900,4,3,
4070,VN0094,,,,1679,2,FALSE,4,11,FALSE,8/5/2014,0/1/1900,4,3,
4071,VN0095,88.5,2,FW,1650,4,FALSE,3,10,FALSE,8/5/2014,0/1/1900,4,3,
4072,VN0096,,,,1676,2,FALSE,4,11,FALSE,8/5/2014,0/1/1900,1,3,
4073,VN0097,,,,1677,2,FALSE,4,11,FALSE,8/5/2014,0/1/1900,1,3,
4074,VN0098,,,,1695,2,FALSE,4,5,FALSE,8/5/2014,0/1/1900,1,3,
4075,VN0099,90,2,FW,1653,4,FALSE,3,6,FALSE,8/5/2014,0/1/1900,4,3,
4076,VN0041,,,,1685,2,FALSE,4,5,FALSE,2/5/2014,0/1/1900,0,1,
4078,VN0046,,,,1679,2,FALSE,4,5,FALSE,2/5/2014,0/1/1900,0,1,
4079,VN0050,,,,1708,2,FALSE,4,5,FALSE,2/5/2014,0/1/1900,0,1,
4080,VN0051,,,,1666,2,FALSE,3,11,FALSE,3/5/2014,0/1/1900,1,1,
4081,VN0054,,,,1682,2,FALSE,4,5,FALSE,4/5/2014,0/1/1900,1,2,
4082,VN0056,,,,1683,2,FALSE,4,5,FALSE,4/5/2014,0/1/1900,0,1,
4083,VN0059,,,,1684,2,FALSE,4,5,FALSE,4/5/2014,0/1/1900,0,1,
4084,VN0076,,,,1709,2,FALSE,4,5,FALSE,6/5/2014,0/1/1900,0,1,
4085,VN0077,,,,1707,2,FALSE,5,5,FALSE,6/5/2014,0/1/1900,0,2,
4087,VN0100,,,,1708,2,FALSE,4,11,FALSE,8/5/2014,0/1/1900,4,3,
4088,VN0101,,,,1697,2,FALSE,5,5,FALSE,9/5/2014,0/1/1900,0,3,
4089,VN0102,90,2,FW,1651,4,FALSE,3,10,FALSE,9/5/2014,0/1/1900,0,4,
4090,VN0103,90,2,FW,1654,4,FALSE,3,10,FALSE,10/5/2014,0/1/1900,0,4,
4093,VN0105,90,2,FW,1660,4,FALSE,3,6,FALSE,10/5/2014,0/1/1900,0,4,
4094,VN0107,,,,1701,2,FALSE,4,5,FALSE,10/5/2014,0/1/1900,0,4,
4095,VN0108,,,,1702,2,FALSE,5,5,FALSE,10/5/2014,0/1/1900,0,4,
4096,VN0109,90,2,FW,1661,4,FALSE,4,6,FALSE,10/5/2014,0/1/1900,0,4,
4097,VN0110,,,,1684,2,FALSE,4,11,FALSE,10/5/2014,0/1/1900,1,4,
4098,VN0111,,,,1681,2,FALSE,3,11,FALSE,10/5/2014,0/1/1900,0,4,
4099,VN0112,,,,1686,2,FALSE,5,11,FALSE,11/5/2014,0/1/1900,0,3,
4100,VN0113,,,,1703,2,FALSE,4,5,FALSE,11/5/2014,0/1/1900,0,3,
4101,VN0115,,,,1704,2,FALSE,5,5,FALSE,11/5/2014,0/1/1900,0,3,
4102,VN0116,,,,1705,2,FALSE,5,5,FALSE,11/5/2014,0/1/1900,0,3,
4103,VN0117,,,,1706,2,FALSE,5,5,FALSE,11/5/2014,0/1/1900,0,3,
4104,VN0114,,,,1710,2,FALSE,5,11,FALSE,11/5/2014,0/1/1900,0,3,
4105,VN0118,,,,1687,2,FALSE,4,11,FALSE,12/5/2014,0/1/1900,1,2,
4106,VN0119,,,,1688,2,FALSE,4,11,FALSE,12/5/2014,0/1/1900,1,2,
4107,VN0120,90,2,FW,1659,4,FALSE,5,6,FALSE,12/5/2014,0/1/1900,1,2,
4108,VN0121,,,,1691,2,FALSE,4,11,FALSE,12/5/2014,0/1/1900,1,2,
4109,VN0122,,,,1689,2,FALSE,5,11,FALSE,12/5/2014,0/1/1900,1,1,
4110,VN0123,,,,1709,2,FALSE,4,11,FALSE,12/5/2014,0/1/1900,1,2,
4111,VN0124,90,2,IW,1653,4,FALSE,3,10,FALSE,12/5/2014,0/1/1900,1,2,
4112,VN0125,,,,1707,2,FALSE,5,11,FALSE,12/5/2014,0/1/1900,0,2,
4113,VN0126,90,2,FW,1666,4,FALSE,2,6,FALSE,12/5/2014,0/1/1900,0,2,
4114,VN0127,,,,1660,4,FALSE,1,8,FALSE,12/5/2014,0/1/1900,0,2,Personality video
4115,VN0128,,,,1690,2,FALSE,5,11,FALSE,12/5/2014,0/1/1900,0,2,
4116,VN0129,90,2,FW,1664,4,FALSE,3,6,FALSE,12/5/2014,0/1/1900,0,2,
4117,VN0130,,,,1661,4,FALSE,2,8,FALSE,12/5/2014,0/1/1900,0,2,Personality video
4118,VN0131,,,,1692,2,FALSE,5,11,FALSE,13/5/2014,0/1/1900,0,2,
4119,VN0132,90,2,FW,1667,4,FALSE,4,6,FALSE,13/5/2014,0/1/1900,1,1,
4120,VN0133,,,,1693,2,FALSE,5,11,FALSE,13/5/2014,0/1/1900,1,1,
4121,VN0134,,,,1694,2,FALSE,4,11,FALSE,13/5/2014,0/1/1900,1,1,
4122,VN0135,90,2,PW,1696,4,FALSE,3,6,FALSE,14/5/2014,0/1/1900,0,1,
4123,VN0136,,,,1666,4,FALSE,1,8,FALSE,14/5/2014,0/1/1900,0,1,Personality video
4124,VN0137,,,,1711,2,FALSE,5,5,FALSE,14/5/2014,0/1/1900,0,1,
4125,VN0138,78.40000153,2,FW,1660,4,FALSE,1,10,FALSE,14/5/2014,0/1/1900,0,1,
4126,VN0139,,,,1712,2,FALSE,5,5,FALSE,14/5/2014,0/1/1900,0,1,
4127,VN0140,,,,1664,4,FALSE,2,8,FALSE,14/5/2014,0/1/1900,0,1,Personality video
4128,VN0065,,,,1710,2,FALSE,5,5,FALSE,5/5/2014,0/1/1900,2,2,
4129,VN0141,90,2,LL,1661,4,FALSE,2,10,FALSE,14/5/2014,0/1/1900,0,1,
4130,VN0142,,,,1659,4,FALSE,3,8,FALSE,14/5/2014,0/1/1900,0,1,Personality video
4131,VN0143,,,,1713,2,FALSE,5,5,FALSE,14/5/2014,0/1/1900,0,1,
4132,VN0144,,,,1695,2,FALSE,4,11,FALSE,14/5/2014,0/1/1900,0,1,
4133,VN0146,,,,1697,2,FALSE,5,11,FALSE,15/5/2014,0/1/1900,0,0,
4134,VN0147,,,,1667,4,FALSE,4,8,FALSE,15/5/2014,0/1/1900,0,0,Personality video
4135,VN0148,90,2,FW,1668,4,FALSE,1,6,FALSE,15/5/2014,0/1/1900,0,0,
4136,VN0149,,,,1714,2,FALSE,2,5,FALSE,15/5/2014,0/1/1900,0,0,
4137,VN0156,90,2,PW,1670,4,FALSE,3,6,FALSE,16/5/2014,0/1/1900,0,0,
4138,VN0157,90,2,LL,1671,4,FALSE,3,6,FALSE,16/5/2014,0/1/1900,0,0,
4139,VN0158,90,2,LL,1659,4,FALSE,3,10,FALSE,16/5/2014,0/1/1900,0,0,
4140,VN0159,,,,1674,4,FALSE,5,6,FALSE,16/5/2014,0/1/1900,0,0,
4141,VN0160,90,2,PW,1700,4,FALSE,3,6,FALSE,16/5/2014,0/1/1900,0,0,
4142,VN0161,90,2,PW,1699,4,FALSE,2,6,FALSE,16/5/2014,0/1/1900,0,0,
4143,VN0150,90,2,FW,1666,4,FALSE,1,10,FALSE,16/5/2014,0/1/1900,0,0,
4144,VN0151,90,2,FW,1678,4,FALSE,3,6,FALSE,16/5/2014,0/1/1900,0,0,
4145,VN0153,90,2,PW,1664,4,FALSE,2,10,FALSE,16/5/2014,0/1/1900,0,1,
4146,VN0154,,,,1701,2,FALSE,4,11,FALSE,16/5/2014,0/1/1900,0,0,
4147,VN0155,,,,1702,2,FALSE,5,11,FALSE,16/5/2014,0/1/1900,0,1,
4148,VN0162,90,2,FW,1667,4,FALSE,2,10,FALSE,17/5/2014,0/1/1900,0,1,
4149,VN0163,,,,1705,2,FALSE,5,11,FALSE,17/5/2014,0/1/1900,0,1,
4150,VN0164,,,,1706,2,FALSE,5,11,FALSE,17/5/2014,0/1/1900,0,0,
4151,VN0165,,,,1668,4,FALSE,1,8,FALSE,17/5/2014,0/1/1900,0,1,Personality video
4152,VN0166,90,2,FW,1676,4,FALSE,2,6,FALSE,17/5/2014,0/1/1900,0,1,
4153,VN0167,90,2,FW,1677,4,FALSE,4,6,FALSE,17/5/2014,0/1/1900,0,1,
4154,VN0168,90,2,FW,1673,4,FALSE,2,6,FALSE,17/5/2014,0/1/1900,0,0,
4155,VN0169,,,,1703,2,FALSE,4,11,FALSE,17/5/2014,0/1/1900,0,1,
4156,VN0170,90,2,FW,1672,4,FALSE,4,6,FALSE,17/5/2014,0/1/1900,0,1,
4157,VN0171,,,,1704,2,FALSE,5,11,FALSE,17/5/2014,0/1/1900,0,1,
4158,VN0172,,,,1678,4,FALSE,2,8,FALSE,18/5/2014,0/1/1900,0,0,Personality video
4159,VN0173,90,2,FW,1685,4,FALSE,4,6,FALSE,18/5/2014,0/1/1900,0,0,
4161,VN0174,,,,1719,2,FALSE,4,5,FALSE,18/5/2014,0/1/1900,0,0,
4162,VN0175,90,2,FW,1679,4,FALSE,5,6,FALSE,18/5/2014,0/1/1900,0,1,
4163,VN0176,,,,1670,4,FALSE,3,8,FALSE,18/5/2014,0/1/1900,0,1,Personality video
4164,VN0177,,,,1671,4,FALSE,3,8,FALSE,18/5/2014,0/1/1900,0,1,Personality video
4165,VN0178,,,,1672,4,FALSE,3,8,FALSE,19/5/2014,0/1/1900,1,1,Personality video
4166,VN0179,90,2,FW,1683,4,FALSE,2,6,FALSE,19/5/2014,0/1/1900,0,1,20160303 Malika Ihle nb of chicks from 1 to 2 because dead chick found 2 days later
4167,VN0180,85.09999847,2,FW,1675,4,FALSE,4,6,FALSE,19/5/2014,0/1/1900,1,0,
4168,VN0181,90,2,FW,1684,4,FALSE,2,6,FALSE,19/5/2014,0/1/1900,1,0,
4169,VN0182,,,,1676,4,FALSE,2,8,FALSE,19/5/2014,0/1/1900,1,0,Personality video
4170,VN0183,,,,1677,4,FALSE,3,8,FALSE,19/5/2014,0/1/1900,1,0,Personality video
4171,VN0184,,,,1673,4,FALSE,2,8,FALSE,19/5/2014,0/1/1900,1,0,Personality video
4172,VN0185,,,,1698,2,FALSE,3,15,FALSE,19/5/2014,0/1/1900,1,0,
4173,VN0186,90,2,FW,1678,4,FALSE,2,10,FALSE,20/5/2014,0/1/1900,0,0,
4174,VN0187,,,,1685,4,FALSE,3,8,FALSE,20/5/2014,0/1/1900,0,0,Personality video
4175,VN0188,,,,1721,2,FALSE,5,5,FALSE,20/5/2014,0/1/1900,0,0,
4176,VN0189,,,,1712,2,FALSE,5,11,FALSE,20/5/2014,0/1/1900,0,0,
4177,VN0190,,,,1679,4,FALSE,3,8,FALSE,20/5/2014,0/1/1900,1,0,Personality video
4178,VN0191,90,2,FW,1670,4,FALSE,3,10,FALSE,20/5/2014,0/1/1900,1,0,
4179,VN0192,90,2,FW,1671,4,FALSE,3,10,FALSE,20/5/2014,0/1/1900,1,0,
4180,VN0193,,,,1713,2,FALSE,5,11,FALSE,20/5/2014,0/1/1900,1,0,
4183,VN0196,,,,1731,2,FALSE,3,5,FALSE,20/5/2014,0/1/1900,1,1,
4184,VN0197,,,,1725,2,FALSE,4,5,FALSE,21/5/2014,0/1/1900,0,0,
4185,VN0198,90,2,FW,1682,4,FALSE,2,6,FALSE,21/5/2014,0/1/1900,0,0,
4186,VN0199,90,2,FW,1672,4,FALSE,3,10,FALSE,21/5/2014,0/1/1900,0,1,
4187,VN0200,90,2,FW,1710,4,FALSE,5,6,FALSE,21/5/2014,0/1/1900,0,0,
4188,VN0201,,,,1683,4,FALSE,1,8,FALSE,21/5/2014,0/1/1900,0,0,Personality video
4189,VN0202,,,,1675,4,FALSE,3,8,FALSE,21/5/2014,0/1/1900,0,0,Personality video
4190,VN0203,,,,1684,4,FALSE,2,8,FALSE,21/5/2014,0/1/1900,0,0,Personality video
4191,VN0204,90,2,FW,1687,4,FALSE,3,6,FALSE,21/5/2014,0/1/1900,0,0,
4192,VN0205,90,2,FW,1688,4,FALSE,2,6,FALSE,21/5/2014,0/1/1900,0,0,
4193,VN0206,73.09999847,2,FW,1676,4,FALSE,2,10,FALSE,21/5/2014,0/1/1900,0,0,
4194,VN0207,90,2,FW,1677,4,FALSE,3,10,FALSE,21/5/2014,0/1/1900,0,0,
4195,VN0208,19.20000076,2,FW,1673,4,FALSE,2,10,FALSE,21/5/2014,0/1/1900,0,1,
4196,VN0209,90,2,PW,1709,4,FALSE,2,6,FALSE,21/5/2014,0/1/1900,0,1,
4197,VN0210,,,,1694,4,FALSE,1,6,FALSE,21/5/2014,0/1/1900,0,0,
4198,VN0211,90,2,PW,1707,4,FALSE,4,6,FALSE,21/5/2014,0/1/1900,0,0,
4199,VN0212,,,,1714,2,FALSE,2,11,FALSE,21/5/2014,0/1/1900,0,1,
4200,VN0213,90,2,FW,1685,4,FALSE,3,10,FALSE,22/5/2014,0/1/1900,4,2,
4201,VN0214,90,2,FW,1692,4,FALSE,3,6,FALSE,22/5/2014,0/1/1900,4,2,
4202,VN0215,90,2,FW,1690,4,FALSE,3,6,FALSE,22/5/2014,0/1/1900,4,2,
4203,VN0216,,,,1720,2,FALSE,5,11,FALSE,22/5/2014,0/1/1900,4,2,
4204,VN0217,90,2,FW,1679,4,FALSE,2,10,FALSE,22/5/2014,0/1/1900,3,2,
4205,VN0219,,,,1727,2,FALSE,3,5,FALSE,22/5/2014,0/1/1900,1,1,
4206,VN0220,90,2,FW,1693,4,FALSE,5,6,FALSE,22/5/2014,0/1/1900,1,1,
4207,VN0221,35.79999924,2,FW,1691,4,FALSE,3,6,FALSE,22/5/2014,0/1/1900,1,2,
4208,VN0222,,,,1732,2,FALSE,5,5,FALSE,22/5/2014,0/1/1900,1,2,
4209,VN0223,85,2,FW,1689,4,FALSE,5,6,FALSE,22/5/2014,0/1/1900,1,2,
4210,VN0225,,,,1682,4,FALSE,2,8,FALSE,23/5/2014,0/1/1900,1,2,Personality video
4211,VN0226,,,,1719,2,FALSE,4,10,FALSE,23/5/2014,0/1/1900,3,2,
4212,VN0227,,,,1710,4,FALSE,4,8,FALSE,23/5/2014,0/1/1900,1,2,Personality video
4213,VN0228,,,,1683,4,FALSE,1,10,FALSE,23/5/2014,0/1/1900,1,2,
4214,VN0229,,,,1675,4,FALSE,3,10,FALSE,23/5/2014,0/1/1900,1,2,
4215,VN0230,,,,1684,4,FALSE,2,10,FALSE,23/5/2014,0/1/1900,1,2,
4216,VN0231,,,,1687,4,FALSE,3,8,FALSE,23/5/2014,0/1/1900,1,2,Personality video
4217,VN0232,,,,1688,4,FALSE,2,8,FALSE,23/5/2014,0/1/1900,1,2,Personality video
4218,VN0233,,,,1718,2,FALSE,1,5,FALSE,23/5/2014,0/1/1900,1,2,
4219,VN0234,90,2,PW,1695,4,FALSE,3,6,FALSE,23/5/2014,0/1/1900,1,2,
4220,VN0235,90,2,PW,1697,4,FALSE,4,6,FALSE,24/5/2014,0/1/1900,1,0,
4221,VN0238,,,,1693,4,FALSE,4,8,FALSE,24/5/2014,0/1/1900,0,0,Personality video
4222,VN0239,,,,1691,4,FALSE,3,8,FALSE,24/5/2014,0/1/1900,0,0,Personality video
4223,VN0240,,,,1689,4,FALSE,3,8,FALSE,24/5/2014,0/1/1900,0,0,Personality video
4224,VN0241,90,2,PW,1682,4,FALSE,2,10,FALSE,25/5/2014,0/1/1900,3,2,
4225,VN0243,90,2,PW,1701,4,FALSE,2,6,FALSE,25/5/2014,0/1/1900,3,2,
4226,VN0244,90,2,PW,1687,4,FALSE,3,10,FALSE,25/5/2014,0/1/1900,3,1,
4227,VN0245,90,2,PW,1688,4,FALSE,2,10,FALSE,25/5/2014,0/1/1900,3,1,
4229,VN0246,,,,1695,4,FALSE,3,8,FALSE,25/5/2014,0/1/1900,1,1,Personality video
4230,VN0247,90,2,PW,1709,4,FALSE,2,10,FALSE,25/5/2014,0/1/1900,1,1,
4231,VN0248,90,2,PW,1707,4,FALSE,4,10,FALSE,25/5/2014,0/1/1900,3,2,
4232,VN0250,,,,1692,4,FALSE,1,10,FALSE,26/5/2014,0/1/1900,0,0,
4233,VN0251,,,,1733,2,FALSE,5,5,FALSE,26/5/2014,0/1/1900,0,0,
4234,VN0252,90,2,PW,1690,4,FALSE,2,10,FALSE,26/5/2014,0/1/1900,0,0,
4235,VN0253,,,,1721,2,FALSE,5,11,FALSE,26/5/2014,0/1/1900,0,0,
4236,VN0254,90,2,PW,1702,4,FALSE,3,6,FALSE,26/5/2014,0/1/1900,0,0,
4237,VN0255,,,,1734,2,FALSE,4,5,FALSE,26/5/2014,0/1/1900,0,1,
4238,VN0256,,,,1705,4,FALSE,2,6,FALSE,26/5/2014,0/1/1900,0,1,
4239,VN0257,,,,1735,2,FALSE,4,4,FALSE,26/5/2014,0/1/1900,0,1,
4240,VN0258,90,2,PW,1693,4,FALSE,4,10,FALSE,26/5/2014,0/1/1900,1,1,
4241,VN0259,90,2,PW,1691,4,FALSE,3,10,FALSE,26/5/2014,0/1/1900,1,1,
4242,VN0260,90,2,PW,1689,4,FALSE,3,10,FALSE,26/5/2014,0/1/1900,1,1,
4243,VN0261,,,,1731,2,FALSE,3,11,FALSE,26/5/2014,0/1/1900,0,0,
4244,VN0262,90,2,PW,1703,4,FALSE,1,6,FALSE,27/5/2014,0/1/1900,0,0,
4245,VN0267,,,,1736,2,FALSE,4,5,FALSE,27/5/2014,0/1/1900,0,0,
4246,VN0268,,,,1737,2,FALSE,5,5,FALSE,27/5/2014,0/1/1900,0,0,
4247,VN0270,,,,1695,4,FALSE,4,10,FALSE,27/5/2014,0/1/1900,0,0,
4248,VN0278,,,,1738,2,FALSE,4,7,FALSE,29/5/2014,0/1/1900,4,1,
4249,VN0280,,,,1739,2,FALSE,4,6,FALSE,29/5/2014,0/1/1900,4,1,
4250,VN0281,,,,1740,2,FALSE,4,7,FALSE,29/5/2014,0/1/1900,4,1,
4251,VN0282,,,,1747,2,FALSE,2,7,FALSE,29/5/2014,0/1/1900,4,1,
4253,VN0286,,,,1741,2,FALSE,2,6,FALSE,30/5/2014,0/1/1900,0,1,Number of eggs is actually 5 but it was checked the day after
4254,VN0287,,,,1742,2,FALSE,3,7,FALSE,30/5/2014,0/1/1900,0,1,
4255,VN0288,90,2,PW,1702,4,FALSE,3,10,FALSE,30/5/2014,0/1/1900,0,1,
4256,VN0289,90,2,LL,1705,4,FALSE,2,10,FALSE,30/5/2014,0/1/1900,1,2,
4257,VN0290,,,,1743,2,FALSE,3,5,FALSE,30/5/2014,0/1/1900,0,2,
