Frame,Clock,x,y,h,w,label,score,Events,Sex,Note
139709,1:33:08,679,252,145,115,Negative,0.7650062,Around,F,
139763,1:33:10,746,162,356,253,Positive,0.91362226,Around,F,
139764,1:33:10,660,183,410,454,Positive,0.95526296,Around,F,
139765,1:33:10,661,175,430,510,Positive,0.99646217,Around,F,
139767,1:33:10,720,92,460,415,Positive,0.9999883,Around,F,
139770,1:33:10,1062,227,156,82,Negative,0.7814602,Around,F,
139778,1:33:11,948,91,115,96,Positive,0.80882025,Around,F,
139780,1:33:11,795,425,78,224,Negative,0.9350414,Around,F,
139834,1:33:13,706,105,461,416,Positive,0.9983669,Around,F,
139835,1:33:13,673,131,496,466,Positive,0.98407745,Around,F,
139836,1:33:13,651,132,559,543,Positive,0.9548657,Around,F,
139837,1:33:13,665,100,499,601,Positive,0.97037256,Around,F,
139838,1:33:13,714,186,502,535,Positive,0.9973484,Around,F,
139839,1:33:13,768,207,380,349,Positive,0.93861544,Around,F,
139840,1:33:13,790,323,397,346,Positive,0.88809466,Around,F,
141868,1:34:34,958,439,281,181,Positive,0.56098413,Around,F,
141869,1:34:34,912,368,341,323,Negative,0.5700561,Around,F,
141870,1:34:34,830,253,443,274,Positive,0.8676387,Around,F,
141870,1:34:34,847,405,176,253,Negative,0.85110736,Around,F,
141871,1:34:34,686,188,396,354,Positive,0.99211276,Around,F,
141872,1:34:34,751,128,401,260,Positive,0.999716,Around,F,
141873,1:34:34,683,110,370,302,Positive,0.9870914,Around,F,
141874,1:34:34,698,145,316,256,Positive,0.99889094,Around,F,
141885,1:34:35,732,133,394,321,Positive,0.99209154,Around,F,
141886,1:34:35,741,399,187,283,Positive,0.97382236,Around,F,
141890,1:34:35,911,422,167,134,Negative,0.8830006,Around,F,
142010,1:34:40,889,137,110,138,Positive,0.70820886,Enter,F,
142081,1:34:43,785,235,142,139,Negative,0.6504032,Enter,F,
142089,1:34:43,854,160,178,235,Negative,0.98497367,Enter,F,
142089,1:34:43,779,180,157,76,Positive,0.9264414,Enter,F,
142090,1:34:43,775,352,115,112,Negative,0.8852475,Enter,F,
142093,1:34:43,783,213,225,189,Positive,0.97437006,Enter,F,
142094,1:34:43,797,216,192,162,Positive,0.9846806,Enter,F,
142098,1:34:43,848,166,172,171,Negative,0.5473394,Enter,F,
142102,1:34:44,918,85,134,146,Negative,0.6866082,Enter,F,
142103,1:34:44,923,96,133,114,Positive,0.8062419,Enter,F,
143467,1:35:38,1003,347,373,277,Positive,0.9342488,Around,M,
143468,1:35:38,759,303,411,451,Negative,0.8785958,Around,M,
143470,1:35:38,764,159,533,493,Positive,0.891211,Around,M,
143471,1:35:38,742,147,449,326,Positive,0.9999846,Around,M,
143472,1:35:38,667,91,421,387,Positive,0.9999982,Around,M,
143474,1:35:38,644,99,330,332,Positive,0.9945852,Around,M,
143475,1:35:39,705,115,264,289,Positive,0.95432246,Around,M,
143478,1:35:39,759,161,179,79,Positive,0.770584,Around,M,
143824,1:35:52,944,162,120,111,Positive,0.6273277,Around,MF,Female Flies out
143825,1:35:53,762,177,198,290,Positive,0.98354924,Around,MF,
143826,1:35:53,751,177,204,326,Positive,0.99981207,Around,MF,
143827,1:35:53,910,247,288,260,Positive,0.99663144,Around,MF,
143827,1:35:53,748,184,187,170,Negative,0.56566495,Around,MF,
143828,1:35:53,756,287,433,388,Positive,0.9954396,Around,MF,
143829,1:35:53,933,387,333,269,Positive,0.57934815,Around,MF,
143854,1:35:54,662,321,121,89,Negative,0.9466908,Around,M,Feed from outside
143855,1:35:54,665,241,232,185,Positive,0.99855703,Around,M,
143857,1:35:54,674,271,182,246,Positive,0.7890153,Around,M,
144092,1:36:03,966,184,135,75,Positive,0.61308986,Around,M,
144093,1:36:03,674,177,291,394,Positive,0.9071521,Around,M,
144094,1:36:03,675,177,285,427,Positive,0.99609643,Around,M,
144095,1:36:03,689,200,244,483,Positive,0.61332285,Around,M,
144096,1:36:03,725,224,252,527,Negative,0.7653404,Around,M,
144097,1:36:03,806,175,440,474,Positive,0.90220004,Around,M,
144098,1:36:03,947,375,345,333,Positive,0.7852556,Around,M,
151215,1:40:48,222,554,166,316,Positive,0.6667328,Around,F,
151216,1:40:48,407,467,253,364,Positive,0.8562542,Around,F,
151218,1:40:48,534,161,501,442,Positive,0.89980745,Around,F,
151219,1:40:48,646,127,498,338,Positive,0.89606714,Around,F,
151220,1:40:48,667,146,552,335,Positive,0.9675784,Around,F,
151221,1:40:48,763,160,408,305,Positive,0.98937595,Around,F,
151222,1:40:48,799,139,414,391,Positive,0.9795359,Around,F,
151223,1:40:48,770,115,453,375,Positive,0.99881893,Around,F,
151224,1:40:48,809,122,388,191,Positive,0.997726,Around,F,
151225,1:40:49,839,275,158,119,Negative,0.93272287,Around,F,
151298,1:40:51,800,406,113,190,Negative,0.92994606,Around,F,
151433,1:40:57,806,372,132,160,Negative,0.8751761,Enter,F,
151434,1:40:57,806,390,102,151,Negative,0.93892187,Enter,F,
151435,1:40:57,797,357,124,154,Negative,0.89399916,Enter,F,
151436,1:40:57,769,303,161,175,Positive,0.94873774,Enter,F,
151442,1:40:57,834,275,187,136,Negative,0.8723983,Enter,F,
151443,1:40:57,816,163,302,192,Positive,0.953334,Enter,F,
151454,1:40:58,900,99,120,95,Negative,0.6708427,Enter,F,
154237,1:42:49,765,549,171,248,Negative,0.74118555,Fly,M,
154238,1:42:49,686,298,422,452,Positive,0.9999893,Fly,M,
154239,1:42:49,756,533,183,387,Positive,0.9433305,Fly,M,
154239,1:42:49,950,653,67,138,Positive,0.9417908,Fly,M,
154240,1:42:49,806,531,189,393,Positive,0.8820844,Fly,M,
154329,1:42:53,903,133,141,150,Negative,0.80520934,Exit,F,
154330,1:42:53,876,186,159,192,Positive,0.9999436,Exit,F,
154331,1:42:53,845,163,302,237,Positive,0.9900136,Exit,F,
154332,1:42:53,672,139,553,565,Negative,0.7284471,Exit,F,
154504,1:43:00,690,395,325,172,Positive,0.95750463,Around,M,Feed from outside
154505,1:43:00,600,351,313,373,Negative,0.64289683,Around,M,
154506,1:43:00,608,232,440,403,Positive,0.60996044,Around,M,
154507,1:43:00,655,171,319,331,Positive,0.55435634,Around,M,
154508,1:43:00,711,191,243,224,Positive,0.986458,Around,M,
154509,1:43:00,665,152,286,490,Positive,0.9929334,Around,M,
154509,1:43:00,667,213,217,263,Positive,0.62852615,Around,M,
154510,1:43:00,701,57,344,418,Positive,0.9993318,Around,M,
154511,1:43:00,860,137,295,143,Positive,0.9935643,Around,M,
154514,1:43:00,798,272,135,153,Negative,0.7930955,Around,M,
154515,1:43:00,781,284,132,74,Positive,0.6440251,Around,M,
154517,1:43:00,750,269,196,86,Positive,0.87584317,Around,M,
154517,1:43:00,915,86,198,106,Positive,0.9999368,Around,M,
154563,1:43:02,805,82,290,209,Positive,0.9964947,Around,M,
154674,1:43:06,841,157,237,225,Positive,0.96508193,Around,M,
154675,1:43:07,968,120,102,100,Positive,0.986199,Around,M,
154691,1:43:07,947,84,121,106,Positive,0.5442479,Around,M,
154763,1:43:10,940,117,107,97,Positive,0.9998858,Around,M,
154784,1:43:11,712,254,192,198,Positive,0.99698704,Around,M,
154785,1:43:11,701,233,208,242,Positive,0.98699516,Around,M,
154785,1:43:11,933,121,91,175,Positive,0.50221187,Around,M,
154787,1:43:11,754,0,411,526,Negative,0.87235975,Around,M,
154788,1:43:11,852,8,347,428,Negative,0.8454459,Around,M,
